	sensor_id	source	comment	date_time	value
3456	122	WMO	Meisei RS-11G GPS radiosonde w/thermistor, capacitance   relative humidity sensor,   and derived pressure from GPS   height (Japan)         		
3457	135	WMO	Meisei iMS-100 GPS radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (Japan)            		
0	55	WMO	Meisei RS-01G (Japan)                		
4395	C2  	SCH	"  [10,31,38,48,65|01,02,03,18] VIZ specifically [VIZ A was ""pressure commutated""] includes VIZ A (model 1492-510, used 1986 to no later"		
7985	CR  	SCH	  [13|16] Australian Astor RS4		
0	L3  	SCH	  [|16] Philips Astor or RS4 before 1984 (Malaysia) (dry due to suspected VIZ-type radiation problem)		
6068	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1986-01-01	3.0
6069	IGRA2	IGRA2	USING SONDE MODEL , I2 , JAPAN MEISEI UNSPECIFIED 	1986-01-01	3.0
6070	IGRA2	IGRA2	USING SONDE MODEL , VIZ 1392 SERIES UNSPEC TRANSISTOR XMTR 	1991-12-01	3.0
6071	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ B 1492-520 NWS 1680 MHZ 	1993-02-01	3.0
