	sensor_id	source	comment	date_time	value
1590	114	WMO	Vaisala RS92/DigiCORA MW41 (Finland)                           		
2332	123	WMO	Vaisala RS41/DigiCORA MW41 (Finland)                           		
0	80	WMO	Vaisala RS92/Digicora III (Finland)               		
12283	C2  	SCH	"  [10,31,38,48,65|01,02,03,18] VIZ specifically [VIZ A was ""pressure commutated""] includes VIZ A (model 1492-510, used 1986 to no later"		
17074	C5  	SCH	  [43,44,46|--] Atmospheric Instrumentation Research (AIR) IS-4A		
10	U4a 	SCH	  U4a USA AN/AMT-4A LiCl hygristor radiosonde {~ 1951}^ (I=E6) <V1680PB,P=A,T=TR(ML-419/AM),U=L(ML-418),W=Da(AN/GMD-1)>		
0	ZF1 	SCH	  ZF1 VIZ model 1192 NWS 1680 MHz, new hygristor duct {1970}^ (T=411) <F=Vt1680AB,P=A,T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>		
1626	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1986-01-01	3.0
1626	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1986-01-01	3.0
1626	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1986-01-01	3.0
1629	IGRA2	IGRA2	USING SONDE MODEL , I2 , UNKNOWN 	1992-12-01	3.0
