	sensor_id	source	comment	date_time	value
0	117	WMO	Graw DFM-09 (Germany)                            		
2038	135	WMO	Meisei iMS-100 GPS radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (Japan)            		
5031	154	WMO	Graw DFM-17 (Germany)                            		
934	18	WMO	Graw DFM-06 (Germany)                		
18	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	C)  	SCH	  Carbon and hair (06447, 17030, 60250, 96471)		
19086	C@  	SCH	  Mixed carbon and capacitive, capacitive models unknown (17030 and other Turkish stations)		
14800	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ 1392 SERIES UNSPEC TRANSISTOR XMTR 	1982-01-01	3.0
14801	IGRA2	IGRA2	USING SONDE MODEL , I2 , VAISALA RS21 UNSPECIFIED 	1982-01-01	3.0
14805	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS18 	1986-01-01	3.0
14806	IGRA2	IGRA2	USING SONDE MODEL , I2 , VAISALA RS80 UNSPECIFIED 	1986-01-01	3.0
14807	IGRA2	IGRA2	USING SONDE MODEL , I3 , VIZ UNSPECIFIED 	1986-01-01	3.0
14808	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1989-01-01	3.0
14808	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1989-01-01	3.0
14810	IGRA2	IGRA2	USING SONDE MODEL , I2 , VIZ UNSPECIFIED 	1992-12-01	3.0
