	sensor_id	source	comment	date_time	value
2966	114	WMO	Vaisala RS92/DigiCORA MW41 (Finland)                           		
966	117	WMO	Graw DFM-09 (Germany)                            		
2538	141	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  		
4365	154	WMO	Graw DFM-17 (Germany)                            		
3950	163	WMO	Modem M20 radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (France)             		
3151	177	WMO	Modem GPSonde M10 (France)                           		
421	18	WMO	Graw DFM-06 (Germany)                		
236	57	WMO	Modem M2K2-DC (France)                		
0	79	WMO	Vaisala RS92/Digicora I, II or Marwin (Finland)            		
0	C2  	SCH	"  [10,31,38,48,65|01,02,03,18] VIZ specifically [VIZ A was ""pressure commutated""] includes VIZ A (model 1492-510, used 1986 to no later"		
3067	V8A 	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>		
7261	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS18 	1982-01-01	3.0
7263	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS21 UNSPECIFIED 	1986-01-01	3.0
7264	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1989-01-01	3.0
7264	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1989-01-01	3.0
