	sensor_id	source	comment	date_time	value
1143	114	WMO	Vaisala RS92/DigiCORA MW41 (Finland)                           		
940	129	WMO	MARL-A or Vektor-M - AK2-02 (Russian Federation)                        		
1142	141	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  		
0	79	WMO	Vaisala RS92/Digicora I, II or Marwin (Finland)            		
167	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	V18 	SCH	  V18 Vaisala RS18 hair hygrometer radiosonde {1972} WMO instr=35^ (W3=35, T=031) <F=T25,400,1680FR,P=2Ac,T=BRc,U=Hrc>		
2023	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS21 UNSPECIFIED 	1982-01-01	3.0
2025	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA UNSPECIFIED 	1986-01-01	3.0
2026	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1989-01-01	3.0
2027	IGRA2	IGRA2	USING SONDE MODEL , VAISALA RS21 UNSPECIFIED 	1992-03-01	3.0
2026	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1989-01-01	3.0
