	sensor_id	source	comment	date_time	value
12010	J56 	SCH	  J56 Japan Meisei RSII-56 1680 MHz radiosonde {1956}^ (I=J, W1=05, W2=09 through 198505, C=748) <F=V1680ME,P=2A,T=BS,U=Hr>		
13027	W__ 	SCH	  W__ Wind only, method unspecified^		
0	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
7635	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS53 ERRONEOUS , ? 	1960-01-01	3.0
7636	IGRA2	IGRA2	USING SONDE MODEL , I2 , VAISALA RS56 ERRONEOUS , ? 	1960-01-01	3.0
7637	IGRA2	IGRA2	USING SONDE MODEL , I3 , VAISALA RS 2 56 ERRONEOUS , ? 	1960-01-01	3.0
7639	IGRA2	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-56 1680 MHZ 	1962-02-01	3.0
7641	IGRA2	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-80 , ? 	1982-01-01	3.0
7641	IGRA2	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-80 , ? 	1982-01-01	3.0
7644	IGRA2	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI UNSPECIFIED , ? 	1989-01-01	3.0
