	sensor_id	source	comment	date_time	value
7429	1	WMO	NA		
4150	122	WMO	Meisei RS-11G GPS radiosonde w/thermistor, capacitance   relative humidity sensor,   and derived pressure from GPS   height (Japan)         		
1128	130	WMO	Meisei RS-06G (Japan)                            		
4435	135	WMO	Meisei iMS-100 GPS radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (Japan)            		
0	55	WMO	Meisei RS-01G (Japan)                		
38175	BOJ 	SCH	  BOJ Indonesia/Japan Institute of Technology Bandung Meisei RS-01G {2004} 31313=55508^ (W3=55) <F=T403.7-405.2DL,P=none,T=TR,U=A,N=GD>		
27820	C1  	SCH	  General VIZ type		
0	CR  	SCH	  [13|16] Australian Astor RS4		
43726	J06 	SCH	  J06 Japan Meisei RS-06G GPS radiosonde {2008} 31313=73008 ^ (W3=30[BUFR code=130]) <F=T404.5DL,P=none,T=TB,U=A,N=GD>		
29554	J94 	SCH	  J94 Japan Meisei RSII-91 radiosonde, SiO type 94 coated thermistor {~1994} 31313=74702^ (W3=47) <F=T1680FL,P=Ac,T=TR,U=A>		
27187	W?? 	SCH	  W?? exact type insufficiently documented		
5874	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED , ? 	1986-01-01	3.0
5875	IGRA2	IGRA2	USING SONDE MODEL , I2 , JAPAN MEISEI UNSPECIFIED , ? 	1986-01-01	3.0
5876	IGRA2	IGRA2	USING SONDE MODEL , JAPAN MEISEI RSII-76 1680 MHZ 	1991-12-01	3.0
5877	IGRA2	IGRA2	USING SONDE MODEL , VIZ 1392 SERIES UNSPEC TRANSISTOR XMTR 	1991-12-01	3.0
5879	IGRA2	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI UNSPECIFIED 	1993-02-01	3.0
