	sensor_id	source	comment	date_time	value
36214	MRQ 	SCH	  MRQ Mixed Russia RKZ-1A (RKA, DP to or near top) and MARS-2-1 (RRA, DP to T around -40), both using Meteor or Meteorit-1 radar^		
23906	RKA 	SCH	  RKA USSR RKZ-1A radiosonde {1958}^ (T=303) <F=V1780PB,P=2A,T=TR(MMT-1),U=G>		
0	RMT 	SCH	"  RMT USSR Molchanov comb ""Kammgeraet"" PTU radiosonde {1933}^ <F=V7.5MR,P=D,T=B,U=H>"		
36194	RRA 	SCH	  RRA USSR MARS-2-1 radiosonde {1983} 31313=72803^ (W3=28, T=224, 31313=72803) used with Meteor and Meteorit-1 radar <F=T1780PL,P=0,T=TR,U=G,W=Ta>		
226	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
12951	IGRA2	IGRA2	CHANGE SONDE MODEL , USSR RZ-049 UNSPECIFIED , to , USSR A-22 UNSPECIFIED 	1957-11-01	3.0
12952	IGRA2	IGRA2	CHANGE SONDE MODEL , USSR A-22 UNSPECIFIED , to , USSR RKZ-1A 1780 MHZ 	1959-12-01	3.0
12953	IGRA2	IGRA2	USING SONDE MODEL , I1 , USSR RZ-049 UNSPECIFIED 	1960-01-01	3.0
12954	IGRA2	IGRA2	USING SONDE MODEL , I1 , USSR A-22 UNSPECIFIED 	1976-01-01	3.0
12955	IGRA2	IGRA2	CHANGE SONDE MODEL , USSR RKZ-1A 1780 MHZ , to , RUSSIA/USSR MARS UNSPECIFIED 	1985-02-01	3.0
12956	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MARS UNSPECIFIED 	1986-01-01	3.0
12956	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MARS UNSPECIFIED 	1986-01-01	3.0
