	sensor_id	source	comment	date_time	value
2281	119	WMO	Polus-MRZ-N1 (Russian Federation)                            		
178	128	WMO	AVK - AK2-02 (Russian Federation)                          		
0	27	WMO	AVK-MRZ (Russian Federation)                		
1870	90	WMO	Radiosonde not specified or unknown             		
0	??? 	SCH	  ??? Unknown instrument category because data is not available for checking^		
5583	MR5 	SCH	  MR5 Mixed Russia RKZ-5 (RK5, DP to or near top) and MARS-2-2 (RRB, DP to T around -40), both using Meteorit-2 radar^		
2407	RA4 	SCH	  RA4 USSR A-22-IV transponder radiosonde {1961}^ (W2=12, T=074) <F=V403ME,P=2A,T=BC,U=G,W=T216m>		
2405	RK5 	SCH	  RK5 USSR RKZ-5 radiosonde {1971}^ (W1=14, W2=20, T=311) <F=V1780PE,P=0,T=TR,U=G>		
5570	RRB 	SCH	  RRB USSR MARS-2-2 radiosonde {1983} 31313=72903^ (W3=29, T=225, 31313=72903) used with Meteorit-2 radar <F=T1780PM,P=0,T=TR,U=G,W=Ta>		
8802	RRa 	SCH	  RRa USSR MARS-2-1 radiosonde, automated processing, dew point to or near top {~1987} 31313=72803^ (W3=28, T=224, 31313=72803) used with Meteor and		
5873	RRb 	SCH	  RRb USSR MARS-2-2 radiosonde, automated processing, dew point to or near top {~1987} 31313=72903^		
10356	RZ3 	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>		
9400	RZS 	SCH	  RZS Russia/USSR MRZ-3A 1780 MHz radiosonde country solar corr 31313=72703^ <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>		
7580	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
1438	IGRA2	IGRA2	USING SONDE MODEL , I1 , USSR A-22-IV 403 MHZ TRANSPONDER 	1965-01-01	3.0
1440	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MARS UNSPECIFIED 	1986-01-01	3.0
1441	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , USSR RKZ-5 1780 MHZ , to , RUSSIA/USSR MARS-2-2 	1987-04-01	3.0
1440	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MARS UNSPECIFIED 	1986-01-01	3.0
1445	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MARS-2-2 AUTOMATED PROCESSN 	1997-07-01	3.0
1448	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , RUSSIA/USSR MARS-2-2 AUTOMATED PROCESSN , to , RUSSIA/USSR MRZ-3A 	2000-01-01	3.0
1451	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , RUSSIA/USSR MRZ-3A , to , RUSSIA/USSR MRZ-3A 	2002-06-01	3.0
1453	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MRZ-3A 	2007-01-01	3.0
