	sensor_id	source	comment	date_time	value
9976	111	WMO	Sippican LMS6 w/Chip Thermistor, external boom mounted capacitance relative   humidity sensor, and derived pressure from GPS   height          		
4404	122	WMO	Meisei RS-11G GPS radiosonde w/thermistor, capacitance   relative humidity sensor,   and derived pressure from GPS   height (Japan)         		
4402	135	WMO	Meisei iMS-100 GPS radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (Japan)            		
9966	20	WMO	Indian Meteorological Service MK3 (India)              		
0	55	WMO	Meisei RS-01G (Japan)                		
0	C2  	SCH	"  [10,31,38,48,65|01,02,03,18] VIZ specifically [VIZ A was ""pressure commutated""] includes VIZ A (model 1492-510, used 1986 to no later"		
11188	CR  	SCH	  [13|16] Australian Astor RS4		
5720	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ 1395-410 NWS 403 MHZ BASELINE 	1982-01-01	3.0
5723	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1986-01-01	3.0
5724	IGRA2	IGRA2	USING SONDE MODEL , I2 , JAPAN MEISEI UNSPECIFIED 	1986-01-01	3.0
5725	IGRA2	IGRA2	USING SONDE MODEL , VIZ 1392 SERIES UNSPEC TRANSISTOR XMTR 	1991-12-01	3.0
5726	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ B 1492-520 NWS 1680 MHZ 	1993-02-01	3.0
