	sensor_id	source	comment	date_time	value
693	111	WMO	Sippican LMS6 w/Chip Thermistor, external boom mounted capacitance relative   humidity sensor, and derived pressure from GPS   height          		
1750	117	WMO	Graw DFM-09 (Germany)                            		
2287	154	WMO	Graw DFM-17 (Germany)                            		
1710	57	WMO	Modem M2K2-DC (France)                		
1	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	V18 	SCH	  V18 Vaisala RS18 hair hygrometer radiosonde {1972} WMO instr=35^ (W3=35, T=031) <F=T25,400,1680FR,P=2Ac,T=BRc,U=Hrc>		
40385	VC_ 	SCH	  VC_ Vaisala RS80 DigiCORA I, II, or Marwin base case 31313=96199^ (W3=61) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>		
14660	IGRA2	IGRA2	CHANGE SONDE MODEL , FRANCE MESURAL OR METOX UNSPECIFIED , to , VAISALA RS13/15 UNSPECIFIED 	1964-01-01	3.0
14661	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS18 	1976-01-01	3.0
14663	IGRA2	IGRA2	CHANGE SONDE MODEL , VAISALA RS18 , to , VAISALA RS21 UNSPECIFIED 	1978-01-01	3.0
14666	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS21 UNSPECIFIED 	1982-01-01	3.0
14667	IGRA2	IGRA2	USING SONDE MODEL , I2 , VAISALA RS18 	1982-01-01	3.0
14668	IGRA2	IGRA2	CHANGE SONDE MODEL , VAISALA RS21 UNSPECIFIED , to , VAISALA RS80 UNSPECIFIED 	1982-01-01	3.0
14670	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1986-01-01	3.0
14670	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1986-01-01	3.0
14670	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1986-01-01	3.0
