	sensor_id	source	comment	date_time	value
9740	116	WMO	PAZA-22/AVK-1 (Ukraine)                             		
1095	124	WMO	Vaisala RS41/AUTOSONDE (Finland)                            		
1273	132	WMO	Shanghai GTS1/GFE(L) (China)                            		
6075	20	WMO	Indian Meteorological Service MK3 (India)              		
1087	6	WMO	 No radiosonde – radio-acoustic sounder             		
1705	7	WMO	iMet-1-AB (United States)                		
3987	97	WMO	iMet-2/iMet-1500 RDF radiosonde with pressure sensor chip (South Africa)          		
19178	AA74	SCH	  AA74 exact type insufficiently documented		
22915	AP14	SCH	  AP14 exact type insufficiently documented		
65085	BFI 	SCH	  BFI South Africa InterMet Africa iMet-2-BI 1680 MHz RDF radiosonde, automatic solar and IR corr {~2012}^ <F=T1680FL,P=Sp,T=TB,U=A,W=Ra		
44399	MU4 	SCH	  MU4 Mixed USA AIR IS-4A-403 (UA4) and Vaisala RS80 RDF wind (VAr)^ Thailand in late 1990s, obs not always distinguishable although min RH usually 1-3% with Vaisala and 5-15% with AIR		
44201	UA4 	SCH	  UA4 USA AIR IS-4A-403 Intellisonde {1987} 31313=04602^ (W3=46, T=101) <F=T403DL,P=Ac,T=TB or TR,U=C or W,W=Ra>		
26829	UAA 	SCH	  UAA USA Airsonde AS-3A-1680 carbon hygristor {1982}^ <F=T1680AL,P=Ac,T=TB,U=C(VIZ Accu-Lok),W=Ra>		
44325	VAr 	SCH	  VAr Vaisala RS80 MicroCora radiosonde auto solar corr, RDF wind 31313=53702^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>		
53030	Vhr 	SCH	  Vhr Vaisala RS80 MicroCora radiosonde auto solar corr, RDF wind 31313=53702, assumed H-Humicap^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>		
18812	W__ 	SCH	  W__ Wind only, method unspecified^		
0	ZE42	SCH	  ZE42 exact type insufficiently documented		
14986	ZH12	SCH	  ZH12 exact type insufficiently documented		
26874	ZJt2	SCH	  ZJt2 exact type insufficiently documented		
14611	IGRA2	IGRA2	USING SONDE MODEL , I1 , USWB BENDIX UNSPECIFIED 	1960-01-01	3.0
14612	IGRA2	IGRA2	USING SONDE MODEL , I2 , VIZ UNSPECIFIED 	1960-01-01	3.0
14615	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ 1392 SERIES UNSPEC TRANSISTOR XMTR 	1982-01-01	3.0
14616	IGRA2	IGRA2	USING SONDE MODEL , I2 , AUSTRALIA PHILIPS RS4 UNSPECIFIED 	1982-01-01	3.0
14618	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA UNSPECIFIED 	1986-01-01	3.0
14612	IGRA2	IGRA2	USING SONDE MODEL , I2 , VIZ UNSPECIFIED 	1960-01-01	3.0
14621	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1989-01-01	3.0
14624	IGRA2	IGRA2	USING SONDE MODEL , VAISALA UNSPECIFIED 	1991-03-01	3.0
14621	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1989-01-01	3.0
