	sensor_id	source	comment	date_time	value
0	117	WMO	Graw DFM-09 (Germany)                            		
1983	135	WMO	Meisei iMS-100 GPS radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (Japan)            		
2351	141	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  		
2284	152	WMO	Vaisala RS92-NGP/Intermet IMS-2000 (United States)                          		
5010	154	WMO	Graw DFM-17 (Germany)                            		
748	18	WMO	Graw DFM-06 (Germany)                		
2759	38	WMO	VIZ LOCATE Loran-C (United States)              		
2676	56	WMO	M2K2 (France)                 		
103	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	VNg 	SCH	  VNg Vaisala RS92 DigiCORA III auto corr, GPS wind 31313=48008^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>		
