	sensor_id	source	comment	date_time	value
1143	2	WMO	 No radiosonde – passive target (e.g. reflector)                 		
33282	C1  	SCH	  General VIZ type		
45004	V8A 	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>		
0	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
10322	IGRA2	IGRA2	CHANGE SONDE MODEL , FRANCE MESURAL OR METOX UNSPECIFIED , to , UNKNOWN 	1960-01-01	3.0
10323	IGRA2	IGRA2	USING SONDE MODEL , I1 , INDIA FAN TYPE 	1960-01-01	3.0
10324	IGRA2	IGRA2	CHANGE SONDE MODEL , UNKNOWN , to , AUSTRALIA PHILIPS UNSPECIFIED 	1962-04-01	3.0
10325	IGRA2	IGRA2	CHANGE SONDE MODEL , AUSTRALIA PHILIPS UNSPECIFIED , to , ITALY AUTOVOX 403 MHZ 	1965-09-01	3.0
10326	IGRA2	IGRA2	CHANGE SONDE MODEL , ITALY AUTOVOX 403 MHZ , to , JAPAN MEISEI UNSPECIFIED 	1968-04-01	3.0
10327	IGRA2	IGRA2	CHANGE SONDE MODEL , JAPAN MEISEI UNSPECIFIED , to , AUSTRALIA ASTOR 403 MHZ EXTERNAL THERMI 	1969-07-01	3.0
10328	IGRA2	IGRA2	CHANGE SONDE MODEL , AUSTRALIA ASTOR 403 MHZ EXTERNAL THERMI , to , UNKNOWN 	1975-05-01	3.0
10329	IGRA2	IGRA2	CHANGE SONDE MODEL , AUSTRALIA ASTOR MK I TRANSISTOR , to , UNKNOWN 	1975-05-01	3.0
10334	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ 1392 SERIES UNSPEC TRANSISTOR XMTR 	1982-01-01	3.0
10335	IGRA2	IGRA2	USING SONDE MODEL , I2 , AUSTRALIA PHILIPS RS4 UNSPECIFIED 	1982-01-01	3.0
10336	IGRA2	IGRA2	CHANGE SONDE MODEL , UNKNOWN , to , VAISALA RS80 UNSPECIFIED 	1985-08-01	3.0
10337	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1989-01-01	3.0
10338	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1992-12-01	3.0
