	sensor_id	source	comment	date_time	value
748	141	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  		
1	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	L2  	SCH	  [|16] Philips Astor, MK I, or MK II		
27920	V8A 	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>		
24377	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
10079	IGRA2	IGRA2	USING SONDE MODEL , I1 , AUSTRALIA ECLIPSE RADIO 	1960-01-01	3.0
10083	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ 1395-410 NWS 403 MHZ BASELINE 	1982-01-01	3.0
10083	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ 1395-410 NWS 403 MHZ BASELINE 	1982-01-01	3.0
10087	IGRA2	IGRA2	CHANGE SONDE MODEL , UNKNOWN , to , VAISALA RS80-15N OR RS80-15NA OMEGA 	1988-10-01	3.0
10089	IGRA2	IGRA2	CHANGE SONDE MODEL , VAISALA RS80-15N OR RS80-15NA OMEGA , to , VAISALA RS80-15G GPS UNSPECIFIED 	1997-10-01	3.0
10090	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , VAISALA RS80-15G GPS UNSPECIFIED , to , VAISALA RS92-SGP UNSPECIFIED 	2006-10-01	3.0
