	sensor_id	source	comment	date_time	value
5607	117	WMO	Graw DFM-09 (Germany)                            		
1947	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	81	WMO	Vaisala RS92/Autosonde (Finland)                		
24464	CS1 	SCH	  CS1 Canada Sangamo VIZ LiCl hygristor 107 MHz {1963}^ <F=V107AB,P=A,T=TB,U=L>		
35083	Mv4 	SCH	  Mv4 Mixed Vaisala RS80 DigiCORA I/II/Marwin VLF (VCA, 31313=46105 with wind starting 19970930 1200) and RS80 DigiCORA I/II/Marwin LoRAN (VCL, 31313=46106)^		
34344	VCA 	SCH	  VCA Vaisala RS80 DigiCORA I, II, or Marwin auto corr, Russia VLF wind 31313=46105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=A (Russian Alpha VLF)> 		
36471	VCG 	SCH	  VCG Vaisala RS80 DigiCORA I, II, or Marwin auto corr, GPS wind 31313=46108^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=G>		
34971	VCL 	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>		
32835	VCV 	SCH	  VCV Vaisala RS80 DigiCORA I, II, or Marwin auto corr, Omega wind 31313=46105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>		
41371	VN8 	SCH	  VN8 Vaisala RS92 Autosonde auto corr, GPS wind 31313=48108^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>		
41570	VNG 	SCH	  VNG Vaisala RS92 DigiCORA I, II, or Marwin auto corr, GPS wind 31313=47908^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>		
0	ZH1 	SCH	  ZH1 VIZ model 1292-410 NWS 1680 MHz baseline {1973}^ (W1=19 calls this VIZ 1292, T=427) NWS stock #J005 <F=V1680AB,P=A,T=TR(ML-405),U=C,W=Ra(WBRT or GMD-1)>		
22936	ZI1 	SCH	  ZI1 VIZ model 1392-410 NWS 1680 MHz baseline {late 1970s}^ (W1=19 calls this VIZ 1392-401, T=441) NWS stock no. J030 <F=T1680AB,P=A,T=TR(ML-405),U=C,		
32838	ZKT 	SCH	"  ZKT VIZ model 1499-510 NWS ART ""B"" 1680/403 MHz J051 transponder {~ 1990} 31313=01103^ NWS stock no. J051 <F=T1680AL,P=Ab,T=TR(ML-405),U=C,N=T403a(WBRT"		
31405	Zml 	SCH	  Zml VIZ/Sippican MK II Microsonde no rad corr, LoRAN wind 31313=04906^		
31840	Zmv 	SCH	  Zmv VIZ/Sippican MK II Microsonde no rad corr, Omega wind 31313=04905^		
2835	IGRA2	IGRA2	USING SONDE MODEL , I1 , CANADA SANGAMO UNSPECIFIED 	1982-01-01	3.0
2835	IGRA2	IGRA2	USING SONDE MODEL , I1 , CANADA SANGAMO UNSPECIFIED 	1982-01-01	3.0
2835	IGRA2	IGRA2	USING SONDE MODEL , I1 , CANADA SANGAMO UNSPECIFIED 	1982-01-01	3.0
2839	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , CANADA VALCOM UNSPECIFIED , to , VIZ B 1492-520 NWS 1680 MHZ 	1992-09-01	3.0
2841	IGRA2	IGRA2	CHANGE SONDE MODEL , VIZ B 1492-520 NWS 1680 MHZ , to , VAISALA RS80 UNSPECIFIED 	1994-09-01	3.0
