	sensor_id	source	comment	date_time	value
36754	GK3 	SCH	"  GK3 Britain Kew Mark 3 radiosonde, crimped temperature sensor connections {1977} WMO instr=33^ or MK 3 or UK RS3 (W1=17, W2=11 starting 198505 called ""U. K. Meteorological"		
0	GKB 	SCH	  GKB Britain Kew Mark IIB radiosonde with lag and radiation corrections {1956}^		
59456	MV7 	SCH	  MV7 Mixed Vaisala RS80 PC CORA ranging radar (VDT, 31313=46203) and LoRAN (VDL, 31313=46206)^ Station 03496 starting 199309, if 31313 is missing assume same code as preceding 31313		
54000	V8A 	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>		
69274	VCL 	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>		
58399	VDL 	SCH	  VDL Vaisala RS80 PC Cora auto corr, LoRAN wind 31313=46206^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>		
59260	VDT 	SCH	  VDT Vaisala RS80 PC Cora auto corr, ranging wind 31313=46203^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ta>		
15253	IGRA2	IGRA2	CHANGE SONDE MODEL , BRITAIN KEW MARK I , to , BRITAIN KEW MARK II 	1946-01-01	3.0
15255	IGRA2	IGRA2	CHANGE SONDE MODEL , BRITAIN KEW MARK II , to , BRITAIN KEW MARK IIB UNSPECIFIED 	1952-01-01	3.0
15258	IGRA2	IGRA2	USING SONDE MODEL , I1 , BRITAIN KEW MARK II 	1960-01-01	3.0
15262	IGRA2	IGRA2	USING SONDE MODEL , I1 , BRITAIN KEW MARK IIB UNSPECIFIED 	1976-01-01	3.0
15263	IGRA2	IGRA2	CHANGE SONDE MODEL , BRITAIN KEW MARK IIB UNSPECIFIED , to , BRITAIN KEW MARK III 	1978-03-01	3.0
15265	IGRA2	IGRA2	USING SONDE MODEL , I1 , BRITAIN UNSPECIFIED 	1982-01-01	3.0
15266	IGRA2	IGRA2	USING SONDE MODEL , I1 , BRITAIN KEW MARK III 	1986-01-01	3.0
15266	IGRA2	IGRA2	USING SONDE MODEL , I1 , BRITAIN KEW MARK III 	1986-01-01	3.0
15269	IGRA2	IGRA2	CHANGE SONDE MODEL , BRITAIN KEW MARK III , to , VAISALA RS80 UNSPECIFIED 	1990-02-01	3.0
15271	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1994-06-01	3.0
15272	IGRA2	IGRA2	USING SONDE MODEL , I2 , VAISALA RS80 UNSPECIFIED 	1994-06-01	3.0
