	sensor_id	source	comment	date_time	value
1156	128	WMO	AVK - AK2-02 (Russian Federation)                          		
21	129	WMO	MARL-A or Vektor-M - AK2-02 (Russian Federation)                        		
2684	160	WMO	MARL-A or Vektor-M – I-2012 (Russian Federation)                        		
1743	162	WMO	MARL-A or Vektor-M – MRZ-3MK (Russian Federation)                        		
494	20	WMO	Indian Meteorological Service MK3 (India)              		
7	27	WMO	AVK-MRZ (Russian Federation)                		
189	58	WMO	AVK-BAR (Russian Federation)                		
530	68	WMO	AVK-RZM-2 (Russian Federation)                		
223	69	WMO	MARL-A or Vektor-M-RZM-2 (Russian Federation)              		
0	89	WMO	MARL-A or Vektor-M-BAR (Russian Federation)              		
1343	90	WMO	Radiosonde not specified or unknown             		
0	RZ3 	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>		
64221	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
12429	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MRZ-3A 	1996-05-01	3.0
12429	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MRZ-3A 	1996-05-01	3.0
