	sensor_id	source	comment	date_time	value
1679	128	WMO	AVK - AK2-02 (Russian Federation)                          		
29	129	WMO	MARL-A or Vektor-M - AK2-02 (Russian Federation)                        		
4096	162	WMO	MARL-A or Vektor-M – MRZ-3MK (Russian Federation)                        		
307	58	WMO	AVK-BAR (Russian Federation)                		
721	75	WMO	AVK-MRZ-ARMA (Russian Federation)                		
0	88	WMO	MARL-A or Vektor-M-MRZ (Russian Federation)              		
317	89	WMO	MARL-A or Vektor-M-BAR (Russian Federation)              		
1875	90	WMO	Radiosonde not specified or unknown             		
35233	MR5 	SCH	  MR5 Mixed Russia RKZ-5 (RK5, DP to or near top) and MARS-2-2 (RRB, DP to T around -40), both using Meteorit-2 radar^		
46132	MRT 	SCH	  MRT Mixed Russia MRZ-3A moist (RZS, 31313=72703) and preproduction RF95 (RV2, 31313=72703, min RH usually 4 to 6%)^		
49687	MRm 	SCH	  MRm Mixed Russia MRZ-3A AVK-ARMA moist (RZK, 31313=57503) and RF95 AVK-ARMA (RV7, 31313=47603)^ distinguished by 31313		
41798	MRr 	SCH	  MRr Mixed Russia MARS no RH (RR1, no RH so sfc DP only) and MARS-2 (RR2, either RRA or RRB, DP to T around -40)^		
30636	MRu 	SCH	  MRu Mixed Russia A-22 (RA4) and RKZ-5 (RK5), not distinguishable^		
25367	RK5 	SCH	  RK5 USSR RKZ-5 radiosonde {1971}^ (W1=14, W2=20, T=311) <F=V1780PE,P=0,T=TR,U=G>		
0	RMT 	SCH	"  RMT USSR Molchanov comb ""Kammgeraet"" PTU radiosonde {1933}^ <F=V7.5MR,P=D,T=B,U=H>"		
35145	RRB 	SCH	  RRB USSR MARS-2-2 radiosonde {1983} 31313=72903^ (W3=29, T=225, 31313=72903) used with Meteorit-2 radar <F=T1780PM,P=0,T=TR,U=G,W=Ta>		
76	RS3 	SCH	  RS3 USSR RZ-043 radiosonde {1944}^ <F=V7.5MR,P=D,T=B,U=H>		
47063	RV2 	SCH	  RV2 Russia RF95 1780 MHz Vaisala sensors sonde reported as MRZ-3A {1997} 31313=72703(dry)^ (W3=27) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>		
47380	RV5 	SCH	  RV5 Russia AVK-RF95 or RF95-L74 1780 MHz Vaisala sensors radiosonde {1997} 31313=55303^ (W3=53) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>		
47089	RV7 	SCH	  RV7 Russia AVK-RF95-ARMA 1780 MHz Vaisala sensors radiosonde {1997} 31313=47603 auto corr^ (W3=76) <F=T1780PL,P=0,T=Tc(Thermocap),U=A(A-Humicap),W=Ta>		
47058	RZ3 	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>		
47546	RZK 	SCH	  RZK Russia MRZ-3A 1780 MHz radiosonde with AVK-ARMA ground station {1997} 31313=57503 (moist)^ (W3=75) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>		
