	sensor_id	source	comment	date_time	value
3592	-922	SCH	NA		
35664	0	SCH	NA		
7956	1	SCH	NA		
46620	110	SCH	Sippican LMS5 w/Chip Thermistor, duct mounted capacitance relative humidity sensor and derived pressure from GPS height               		
26669	112	SCH	Jin Yang RSG-20A with derived pressure from GPS height/GL-5000P (Republic   of Korea)                 		
25112	114	SCH	Vaisala RS92/DigiCORA MW41 (Finland)                           		
35688	121	SCH	Jin Yang 1524LA LORAN-C/GL5000 (Republic of Korea)                        		
42620	128	SCH	AVK - AK2-02 (Russian Federation)                          		
55845	129	SCH	MARL-A or Vektor-M - AK2-02 (Russian Federation)                        		
47988	153	SCH	AVK – I-2012 (Russian Federation)                          		
1890	162	WMO	MARL-A or Vektor-M – MRZ-3MK (Russian Federation)                        		
1603	182	WMO	Lockheed Martin LMS-6 w/chip thermistor; external   boom mounted polymer capacitive   relative humidity sensor; capacitive pressure   sensor and GPS wind      		
13419	2	SCH	 No radiosonde – passive target (e.g. reflector)                 		
36148	20	SCH	Indian Meteorological Service MK3 (India)              		
45594	27	SCH	AVK-MRZ (Russian Federation)                		
52531	58	SCH	AVK-BAR (Russian Federation)                		
45874	70	SCH	Vaisala RS92/Star (Finland)                		
49196	75	SCH	AVK-MRZ-ARMA (Russian Federation)                		
49193	76	SCH	AVK-RF95-ARMA (Russian Federation)                		
53220	88	SCH	MARL-A or Vektor-M-MRZ (Russian Federation)              		
53184	89	SCH	MARL-A or Vektor-M-BAR (Russian Federation)              		
2053	90	WMO	Radiosonde not specified or unknown             		
1351	92	WMO	Pressure only radiosonde plus transponder             		
35662	95	SCH	No pressure radiosonde plus radar reflector            		
4593	99	SCH	iMet-2/iMet-3200 GPS radiosonde with derived pressure from GPS height (South Africa)        		
0	NA 	SCH	NA		
