	sensor_id	source	comment	date_time	value
1183	141	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  		
7	80	WMO	Vaisala RS92/Digicora III (Finland)               		
14264	AA5 	SCH	  AA5 Australia Astor 403 MHz thermistor in duct radiosonde {<= 1953}^ (I=K including 72 and 403 MHz, T=090) <F=V403FB,P=A,T=TRd,U=L>		
36581	C2  	SCH	"  [10,31,38,48,65|01,02,03,18] VIZ specifically [VIZ A was ""pressure commutated""] includes VIZ A (model 1492-510, used 1986 to no later"		
0	L*  	SCH	  Carbon VIZ C2 and LiCl L2 (Compare with C]; both instruments are somewhat wet)		
44801	V8A 	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>		
52012	VDv 	SCH	  VDv Vaisala RS80 PC Cora auto solar corr, Omega wind 31313=56205^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>		
57314	VGN 	SCH	  VGN Vaisala RS80 DigiCORA III auto corr, no wind 31313=46700^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>		
57509	VNg 	SCH	  VNg Vaisala RS92 DigiCORA III auto corr, GPS wind 31313=48008^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>		
57762	VNn 	SCH	  VNn Vaisala RS92 DigiCORA III auto corr, no wind 31313=48000^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>		
4660	IGRA2	IGRA2	USING SONDE MODEL , I1 , AUSTRALIA ECLIPSE RADIO 	1960-01-01	3.0
4662	IGRA2	IGRA2	USING SONDE MODEL , I1 , AUSTRALIA PHILIPS UNSPECIFIED 	1986-01-01	3.0
4663	IGRA2	IGRA2	USING SONDE MODEL , I1 , AUSTRALIA PHILIPS RS4 UNSPECIFIED 	1989-01-01	3.0
4665	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1992-12-01	3.0
