	sensor_id	source	comment	date_time	value
1038	122	WMO	Meisei RS-11G GPS radiosonde w/thermistor, capacitance   relative humidity sensor,   and derived pressure from GPS   height (Japan)         		
720	123	WMO	Vaisala RS41/DigiCORA MW41 (Finland)                           		
131	128	WMO	AVK - AK2-02 (Russian Federation)                          		
873	129	WMO	MARL-A or Vektor-M - AK2-02 (Russian Federation)                        		
1251	152	WMO	Vaisala RS92-NGP/Intermet IMS-2000 (United States)                          		
4108	162	WMO	MARL-A or Vektor-M – MRZ-3MK (Russian Federation)                        		
2	27	WMO	AVK-MRZ (Russian Federation)                		
4876	58	WMO	AVK-BAR (Russian Federation)                		
0	88	WMO	MARL-A or Vektor-M-MRZ (Russian Federation)              		
3798	89	WMO	MARL-A or Vektor-M-BAR (Russian Federation)              		
2777	90	WMO	Radiosonde not specified or unknown             		
0	RA4 	SCH	  RA4 USSR A-22-IV transponder radiosonde {1961}^ (W2=12, T=074) <F=V403ME,P=2A,T=BC,U=G,W=T216m>		
33012	RZ3 	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>		
22814	WRA 	SCH	  WRA USSR A22 wind only {~ 1957}^ winds only <F=V403ME,P=2A,T=0,U=0,W=T216m>		
38031	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
11702	IGRA2	IGRA2	USING SONDE MODEL , I1 , USSR RZ-049 UNSPECIFIED 	1960-01-01	3.0
11703	IGRA2	IGRA2	CHANGE SONDE MODEL , USSR RZ-049 UNSPECIFIED , to , USSR A-22 UNSPECIFIED 	1961-10-01	3.0
11704	IGRA2	IGRA2	USING SONDE MODEL , I1 , USSR A-22 UNSPECIFIED 	1976-01-01	3.0
11705	IGRA2	IGRA2	CHANGE SONDE MODEL , USSR A-22 UNSPECIFIED , to , USSR RZ-049 UNSPECIFIED 	1986-10-01	3.0
11706	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MARS UNSPECIFIED 	1986-01-01	3.0
11707	IGRA2	IGRA2	CHANGE SONDE MODEL , USSR RZ-049 UNSPECIFIED , to , RUSSIA/USSR MRZ UNSPECIFIED 	1989-10-01	3.0
11706	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MARS UNSPECIFIED 	1986-01-01	3.0
11711	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MRZ UNSPECIFIED 	1992-12-01	3.0
11713	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MRZ-3A 	1996-05-01	3.0
11713	IGRA2	IGRA2	USING SONDE MODEL , I1 , RUSSIA/USSR MRZ-3A 	1996-05-01	3.0
