	sensor_id	source	comment	date_time	value
2138	114	WMO	Vaisala RS92/DigiCORA MW41 (Finland)                           		
3071	123	WMO	Vaisala RS41/DigiCORA MW41 (Finland)                           		
0	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	U4a 	SCH	  U4a USA AN/AMT-4A LiCl hygristor radiosonde {~ 1951}^ (I=E6) <V1680PB,P=A,T=TR(ML-419/AM),U=L(ML-418),W=Da(AN/GMD-1)>		
20191	UA5 	SCH	  UA5 USA AIR IS-5A-4035G Intellisonde GPS capacitive hygrometer {1995} 31313=04608^ <F=T403DL,P=Ac,T=TB,U=A,N=Gc>		
17233	UAJc	SCH	  UAJc USA AIR IS-4A-1680 Intellisonde carbon hygristor, DP censoring {1993} 31313=04302^ (W3=43, T=102) <F=T1680DL,P=2Ac,T=TB or TR,U=C,W=Ra>		
21319	UAQ 	SCH	  UAQ USA AIR IS-5A 403 MHz Intellisonde RDF {~ 1995}^ <F=T403DL,P=Ac,T=TB,U=A,W=Ra>		
24179	V9f 	SCH	  V9f Vaisala RS90 DigiCORA III auto corr, GPS wind 31313=47808^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=G>		
23669	V9g 	SCH	  V9g Vaisala RS90 DigiCORA I, II, or Marwin auto corr, GPS wind 31313=47108^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=G>		
22453	VC2 	SCH	  VC2 Vaisala RS80 DigiCORA I, II, or Marwin no corr, RDF wind 31313=06102^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=Ra>		
24367	VNg 	SCH	  VNg Vaisala RS92 DigiCORA III auto corr, GPS wind 31313=48008^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>		
9648	XXX 	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected		
8849	ZF1 	SCH	  ZF1 VIZ model 1192 NWS 1680 MHz, new hygristor duct {1970}^ (T=411) <F=Vt1680AB,P=A,T=TR(ML-405),U=C,W=Da(WBRT or GMD-1)>		
9543	ZH1 	SCH	  ZH1 VIZ model 1292-410 NWS 1680 MHz baseline {1973}^ (W1=19 calls this VIZ 1292, T=427) NWS stock #J005 <F=V1680AB,P=A,T=TR(ML-405),U=C,W=Ra(WBRT or GMD-1)>		
13051	ZJ1 	SCH	  ZJ1 VIZ model 1392-410 NWS 1680 MHz baseline, new hygristor {1980}^ (W1=19 calls this VIZ 1392-401, T=441) NWS stock no. J030 <F=T1680AB,P=A,		
1389	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1986-01-01	3.0
1389	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1986-01-01	3.0
1391	IGRA2	IGRA2	USING SONDE MODEL , I1 , USA ATMOS INSTR RESEARCH UNSPECIFIED 	1994-06-01	3.0
1392	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , VAISALA RS90 DIGICORA III GPS WIND , to , VAISALA RS92 DIGICORA III GPS WIND 	2005-02-01	3.0
