	sensor_id	source	comment	date_time	value
161	110	WMO	Sippican LMS5 w/Chip Thermistor, duct mounted capacitance relative humidity sensor and derived pressure from GPS height               		
8776	112	WMO	Jin Yang RSG-20A with derived pressure from GPS height/GL-5000P (Republic   of Korea)                 		
0	117	WMO	Graw DFM-09 (Germany)                            		
2628	121	WMO	Jin Yang 1524LA LORAN-C/GL5000 (Republic of Korea)                        		
4989	125	WMO	Vaisala RS41/MARWIN MW32 (Finland)                           		
3332	136	WMO	Meisei iMDS-17 GPS dropsonde w/thermistor sensor, capacitance relative humidity   sensor, and capacitance pressure sensor (Japan)              		
127	57	WMO	Modem M2K2-DC (France)                		
930	7	WMO	iMet-1-AB (United States)                		
271	80	WMO	Vaisala RS92/Digicora III (Finland)               		
55737	I32 	SCH	  I32 India 1680 MHz Mark 3 radiosonde {1992} WMO instr=20^ (T=184, W2=22, W3=20) <F=T1680FB,P=A,T=TR,U=L>		
67642	I42 	SCH	  I42 India 1680 MHz Mark 4 carbon hygristor radiosonde {2003}, sometimes 31313=02002^ <F=T1680FL,P=A,T=TR,U=C>		
70297	I46 	SCH	  I46 India 1680 MHz Mark 4 modified radiosonde {2006} 31313=59002^  <F=T1680FL,P=S,T=TR,U=C>		
26457	IA2 	SCH	  IA2 India 1680 MHz Audiomodulated radiosonde {1967}^ (W1=18, T=182)		
33771	IA4 	SCH	  IA4 India 1680 MHz Audiomodulated transistorized radiosonde {1975} WMO instr=20^ (W1=18, W3=20, T=182) <F=T1680AB,P=A,T=TR,U=L>		
0	IC1 	SCH	  IC1 India clock drive 75 MHz radiosonde {~1943}^ <F=V75HC,P=A,T=BC,U=W>		
12200	IC2 	SCH	  IC2 India chronometric or clock drive 2-transmitter 75 and 397 MHz radiosonde {1957}^ (I=N1) <F=V75+397HC,P=A,T=BC,U=W,W=397 mhz>		
37620	W_P 	SCH	  W_P Wind only, pilot balloon (pibal)^		
6275	IGRA2	IGRA2	USING SONDE MODEL , INDIA CLOCK TYPE 	1946-04-01	3.0
6278	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , INDIA CLOCK 75 MHZ , to , INDIA CLOCK 2 TRANSMITTERS 75/397 MHZ 	1956-04-01	3.0
6275	IGRA2	IGRA2	USING SONDE MODEL , INDIA CLOCK TYPE 	1946-04-01	3.0
6282	IGRA2	IGRA2	USING SONDE MODEL , I1 , INDIA CLOCK TYPE 	1960-01-01	3.0
6285	IGRA2	IGRA2	CHANGE SONDE MODEL , INDIA CLOCK TYPE , to , INDIA AUDIOMODULATED 	1969-02-01	3.0
6285	IGRA2	IGRA2	CHANGE SONDE MODEL , INDIA CLOCK TYPE , to , INDIA AUDIOMODULATED 	1969-02-01	3.0
6287	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , INDIA AUDIOMODULATED 1680 MHZ , to , INDIA AUDIOMODULATED 1680 MHZ TRANSISTO 	1975-01-01	3.0
6288	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , INDIA AUDIOMODULATED 1680 MHZ TRANSISTO , to , INDIA AUDIOMOD 1680 MHZ NEW THERMISTOR 	1980-02-01	3.0
6290	IGRA2	IGRA2	USING SONDE MODEL , I1 , INDIA MARK 3 	1982-01-01	3.0
6291	IGRA2	IGRA2	CHANGE GROUND EQUIP , G2 , NONE , to , RADIOSONDE GROUND EQUIP (RSGE) 401 MHZ 	1985-12-01	3.0
6292	IGRA2	IGRA2	CHANGE SONDE MODEL , I2 , NONE , to , INDIA AUDIOMOD 401 MHZ NEW THERMISTOR 	1985-12-01	3.0
6290	IGRA2	IGRA2	USING SONDE MODEL , I1 , INDIA MARK 3 	1982-01-01	3.0
6296	IGRA2	IGRA2	CHANGE SONDE MODEL , I2 , INDIA AUDIOMOD 401 MHZ NEW THERMISTOR , to , INDIA AUDIOMOD 401 MHZ NEW HUMIDITY DUC 	1988-01-01	3.0
6290	IGRA2	IGRA2	USING SONDE MODEL , I1 , INDIA MARK 3 	1982-01-01	3.0
6298	IGRA2	IGRA2	USING SONDE MODEL , I1 , SPECIAL: INDIA IMD RADIOMETER + AM1988 	1989-01-01	3.0
6290	IGRA2	IGRA2	USING SONDE MODEL , I1 , INDIA MARK 3 	1982-01-01	3.0
6304	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , INDIA AUDIOMOD 1680 MHZ NEW HUMIDTY DUC , to , INDIA MARK 3 1680 MHZ 1992 VERSION 	1992-01-01	3.0
6306	IGRA2	IGRA2	CHANGE SONDE MODEL , I1 , INDIA MARK 3 1680 MHZ 1992 VERSION , to , INDIA MARK 4 1680 MHZ CARBON HYGRISTOR 	2003-10-01	3.0
6308	IGRA2	IGRA2	USING SONDE MODEL , I1 , SPECIAL: INDIA IMD RADIOMETER + MK3 OR 	2005-10-01	3.0
