	sensor_id	source	comment	date_time	value
4739	123	WMO	Vaisala RS41/DigiCORA MW41 (Finland)                           		
7536	177	WMO	Modem GPSonde M10 (France)                           		
0	80	WMO	Vaisala RS92/Digicora III (Finland)               		
0	V15 	SCH	  V15 Vaisala RS15 25 MHz higher power transmitter {1965}^ (T=028) <F=T25,400,1680FR,P=Ac,T=BSc,U=Hrc>		
14869	V18 	SCH	  V18 Vaisala RS18 hair hygrometer radiosonde {1972} WMO instr=35^ (W3=35, T=031) <F=T25,400,1680FR,P=2Ac,T=BRc,U=Hrc>		
19438	VBV 	SCH	  VBV Vaisala RS80 MicroCora radiosonde auto corr, Omega wind 31313=46005^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>		
29875	VCL 	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>		
27578	VCV 	SCH	  VCV Vaisala RS80 DigiCORA I, II, or Marwin auto corr, Omega wind 31313=46105^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=O>		
35893	VGL 	SCH	  VGL Vaisala RS80 DigiCORA III auto corr, LoRAN wind 31313=46706^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>		
36370	VGN 	SCH	  VGN Vaisala RS80 DigiCORA III auto corr, no wind 31313=46700^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,W=none>		
35903	VNg 	SCH	  VNg Vaisala RS92 DigiCORA III auto corr, GPS wind 31313=48008^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=G>		
37277	VNl 	SCH	  VNl Vaisala RS92 DigiCORA III auto corr, LoRAN wind 31313=48006^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=L>		
38706	VNn 	SCH	  VNn Vaisala RS92 DigiCORA III auto corr, no wind 31313=48000^ <F=T400-406DL,P=Sc,T=Wc,U=2Ah,N=0>		
8168	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS18 	1976-01-01	3.0
8168	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS18 	1976-01-01	3.0
8172	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1986-01-01	3.0
8172	IGRA2	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 	1986-01-01	3.0
