	sensor_id	source	comment	date_time	value
0	ZHTc	SCH	  ZHTc VIZ model 1299 NWS 1680/403 MHz transponder, censoring {1973}^ (T=434) NWS stock no. J006 <F=V1680AB,P=A,T=TR(ML-405),U=C,N=T403a(GMD-2)>		
4526	ZJTc	SCH	  ZJTc VIZ model 1399-410 NWS 1680/403 MHz baseline transponder, new hygr, censoring {1980} 31313=51003^ (T=447) <F=T1680AB,P=A,T=TR(ML-405),U=C,		
4873	ZJUc	SCH	  ZJUc VIZ model 1399-510 NWS 1680/403 MHz Accu-Lok transponder, new hygr, censor {1980}^ (T=448) <F=T1680AB,P=A,T=TR(ML-405),U=C,N=T403a(WBRT or GMD-2)>		
8763	ZKAc	SCH	"   ZKAc VIZ model 1492-510 NWS 1680 MHz ART ""A"" Accu-Lok, censoring {1986} 31313=01002^ (T=003,W3=10) <F=T1680AL,P=Ab,T=TR(ML-405),U=C,W=Ra(WBRT/GMD-1)>"		
13819	ZKB 	SCH	"  ZKB VIZ model 1492-520 NWS 1680 MHz ART ""B"" Accu-Lok {1988} 31313=01102^ (T=004,W3=11,W2=28) NWS stock no. J060, 0.25 sec time sequenced <F=T1680AL,"		
10220	ZKBc	SCH	"  ZKBc VIZ model 1492-520 NWS 1680 MHz ART ""B"" Accu-Lok, censoring {1988} 31313=01102^ (T=004,W3=11,W2=28) NWS stock no. J060 <F=T1680AL,P=Ab,"		
15977	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ MK I MICROSONDE OMEGA UNSPECIFIED 	1982-01-01	3.0
15977	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ MK I MICROSONDE OMEGA UNSPECIFIED 	1982-01-01	3.0
15981	IGRA2	IGRA2	CHANGE SONDE MODEL , VIZ ACCU-LOK UNSPECIFIED , to , VIZ B 1492-520 NWS 1680 MHZ 	1988-10-01	3.0
15982	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1989-01-01	3.0
15982	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1989-01-01	3.0
