	sensor_id	source	comment	date_time	value
153	111	WMO	Sippican LMS6 w/Chip Thermistor, external boom mounted capacitance relative   humidity sensor, and derived pressure from GPS   height          		
634	113	WMO	Vaisala RS92/MARWIN MW32 (Finland)                           		
322	116	WMO	PAZA-22/AVK-1 (Ukraine)                             		
136	117	WMO	Graw DFM-09 (Germany)                            		
163	119	WMO	Polus-MRZ-N1 (Russian Federation)                            		
571	124	WMO	Vaisala RS41/AUTOSONDE (Finland)                            		
97	125	WMO	Vaisala RS41/MARWIN MW32 (Finland)                           		
94	126	WMO	Meteolabor SRS–C34/Argus 37 (Switzerland)                           		
90	131	WMO	Taiyuan GTS1-1/GFE(L) (China )                           		
100	135	WMO	Meisei iMS-100 GPS radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (Japan)            		
284	136	WMO	Meisei iMDS-17 GPS dropsonde w/thermistor sensor, capacitance relative humidity   sensor, and capacitance pressure sensor (Japan)              		
1599	141	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  		
2080	163	WMO	Modem M20 radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (France)             		
650	177	WMO	Modem GPSonde M10 (France)                           		
906	47	WMO	Meisei RS2-91 (Japan)                		
627	5	WMO	 No radiosonde – active temperature-humidity profiler            		
0	57	WMO	Modem M2K2-DC (France)                		
276	8	WMO	 No radiosonde –... (reserved)              		
56	80	WMO	Vaisala RS92/Digicora III (Finland)               		
38190	UA5 	SCH	  UA5 USA AIR IS-5A-4035G Intellisonde GPS capacitive hygrometer {1995} 31313=04608^ <F=T403DL,P=Ac,T=TB,U=A,N=Gc>		
37760	W_P 	SCH	  W_P Wind only, pilot balloon (pibal)^		
31025	ZK5 	SCH	  ZK5 VIZ model 1495 403 MHz {early 1980s}^ <F=T403??>		
0	ZgE 	SCH	"  ZgE VIZ model 1239 Egypt 403 MHz ""Firefly"" {mid 1970s}^ (T=424) <F=T403FB,P=A,T=TR(ML-405),U=C,W=Ra>"		
4453	IGRA2	IGRA2	USING SONDE MODEL , I1 , USWB BENDIX UNSPECIFIED 	1960-01-01	3.0
4454	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ 1395-410 NWS 403 MHZ BASELINE 	1976-01-01	3.0
4457	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1989-01-01	3.0
4457	IGRA2	IGRA2	USING SONDE MODEL , I1 , VIZ UNSPECIFIED 	1989-01-01	3.0
