level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-23205	NAR'JAN-MAR	67.625	53.0175	11.75	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(ST), RBCN, GOS, GSN, CLIMAT(C)	67 37 30N	053 01 03E	23205	999	999	True	5.2		OSCAR	0-20000-0-23205	naryan-mar	3.4	67.641793	53.043071																						[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		NAR'JAN-MAR	67.625	53.0175	5.4				23205	1946	2021	True	5.2		IGRA2	0-20300-0-23205	naryan-mar	3.4	67.641793	53.043071	RSM00023205																					[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	naryan-mar	3.4	67.641793	53.043071																						[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Naryan-Mar	67.65	53.12	9				4573	195404	195409		0.0		CHUAN	0-20400-0-4573	naryan-mar	3.4	67.641793	53.043071		-999																				[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
1	1		Naryan-Mar	67.65	53.12	9				4635	195410	195504		0.0		CHUAN	0-20400-0-4635	naryan-mar	3.4	67.641793	53.043071		-999																				[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
2	2		Naryan-Mar	67.65	53.12	9				6133	-999-999	-999-999		0.0		CHUAN	0-20400-0-6133	naryan-mar	3.4	67.641793	53.043071		-999																				[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		Nar'yan-Mar / Nar'jan-Mar, Russia	67.65	53.02	-999				23205				4.2		SCHROEDER	0-20600-0-23205	naryan-mar	3.4	67.641793	53.043071		23205	673.0	1940-01-01 00:00:00	2007-01-14 00:00:00																	[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															WMO	0-20700-0-nan	naryan-mar	3.4	67.641793	53.043071																						[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	naryan-mar	3.4	67.641793	53.043071																						[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
0	0		NARJAN MAR 	67.65	53.02					23205			True	4.2		HARA	0-20111-0-23205	naryan-mar	3.4	67.641793	53.043071		23205																	SOVIET	24628.0	58-87	[67.65, 67.65]	[53.12, 53.12]	era5.conv._C:6133	era5_2	19401119	19601231	C:6133	0-20000-0-23205	[38, 85, 104, 105, 106, 107, 117]	identified
