level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-24959	JAKUTSK	62.016666666666666	129.71666666666667	100.72	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBCN, GSN, CLIMAT(C), RBSN(ST), GOS	62 01 00N	129 43 00E	24959	999	999	True	0.4		OSCAR	0-20000-0-24959	markha	9.5	62.10527800000001	129.726944																						[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		JAKUTSK	62.0167	129.7167	98.3				24959	1940	2021	True	0.4		IGRA2	0-20300-0-24959	markha	9.5	62.10527800000001	129.726944	RSM00024959																					[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	markha	9.5	62.10527800000001	129.726944																						[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Yakutsk	62.02	129.72	100				4598	195404	195409		0.0		CHUAN	0-20400-0-4598	markha	9.5	62.10527800000001	129.726944		-999																				[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		Yakutsk	62.02	129.72	100				4658	195410	195504		0.0		CHUAN	0-20400-0-4658	markha	9.5	62.10527800000001	129.726944		-999																				[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		Yakutsk	62.02	129.68	110				5400	-999-999	-999-999		2.1		CHUAN	0-20400-0-5400	markha	9.5	62.10527800000001	129.726944		-999																				[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Yakutsk - Observatory, Russia	62.02	129.68	-999				24759				2.1		SCHROEDER	0-20600-0-24759	markha	9.5	62.10527800000001	129.726944		24759	692.0	1925-01-01 00:00:00	1958-05-01 00:00:00																	[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		UEEE Yakutsk / Jakutsk AP, Russia	62.1	129.77	-999				24959				9.3		SCHROEDER	0-20600-0-24959	markha	9.5	62.10527800000001	129.726944		24959	698.0	1957-06-30 00:00:00	1998-09-10 00:00:00																	[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		JAKUTSK                  	62.083333333333336	129.75	-999.0				24959				7.2		WMO	0-20700-0-24959	markha	9.5	62.10527800000001	129.726944		24959	734.0																			[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	markha	9.5	62.10527800000001	129.726944																						[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	markha	9.5	62.10527800000001	129.726944																						[62.02, 62.02]	[129.72, 129.72]	era5.conv._C:4598	era5_2	19540419	19540922	C:4598	0-20000-0-24959	[38, 39, 85, 104, 105, 106, 107, 117]	identified
