level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		MANCHESTER (GRENIER FIELD)	42.9333	-71.4333	77.1				14710	1942.0	1944.0	True	70.5		0-20300-0-14710	IGRA2	hampton	22.0	42.9375	-70.8394444	USW00014710																					inconsistentCoordinates
0	0		ISLES OF SHOALS LIGH	42.97	-70.62	0.0				4749	19500101.0	19551231.0		6.0		0-20500-0-4749	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
1	1		WHALEBACK	43.05	-70.7	0.0				4746	19500101.0	19541031.0		17.0		0-20500-0-4746	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
2	2		PORTSMOUTH	43.03	-70.73	2.1336				94735	19330901.0	19360101.0		17.1		0-20500-0-94735	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
3	3		HAMPTON BEACH	42.93	-70.8	0.0				4750	19500101.0	19551231.0		18.8		0-20500-0-4750	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
4	4		PORTSMOUTH HARBOR LI	43.07	-70.72	6.096				64759	19950101.0	99991231.0		19.8		0-20500-0-64759	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
5	5		PORTSMOUTH	43.08	-70.75	7.9248				94735	19360101.0	19390630.0		22.2		0-20500-0-94735	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
6	6		PORTSMOUTH PEASE AFB	43.08	-70.77	28.956000000000003				4743	19560401.0	19570101.0		23.3		0-20500-0-4743	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
7	7		PORTSMOUTH	43.07	-70.82	28.956000000000003				94735	19461201.0	19520930.0		25.6		0-20500-0-94735	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
8	8		PORTSMOUTH PEASE AFB	43.08	-70.82	27.127200000000002				4743	19570101.0	19600101.0		26.3		0-20500-0-4743	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
9	9		PORTSMOUTH PEASE AFB	43.08	-70.82	39.0144				4743	19950101.0	99991231.0		26.3		0-20500-0-4743	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
10	10		PORTSMOUTH PEASE AFB	43.08	-70.82	39.0144				4743	19811231.0	19950101.0		26.3		0-20500-0-4743	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
11	11		PORTSMOUTH PEASE AFB	43.08	-70.82	39.0144				4743	19600101.0	19811231.0		26.3		0-20500-0-4743	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
12	12		CAPE NEDDICK LS	43.17	-70.6	3.6576000000000004				54761	19721001.0	19870713.0		26.8		0-20500-0-54761	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
13	13		CAPE NEDDICK LS	43.17	-70.6	3.6576000000000004				54761	19870713.0	99991231.0		26.8		0-20500-0-54761	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
14	14		ROCKPORT ASC	42.67	-70.6	7.9248				14730	19180701.0	19181231.0		29.0		0-20500-0-14730	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
15	15		ROCKPORT	42.67	-70.6	7.010400000000001				94778	19420101.0	19460131.0		29.0		0-20500-0-94778	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
16	16		ROCKPORT	42.67	-70.6	14.9352				94778	19350301.0	19420101.0		29.0		0-20500-0-94778	WBAN	hampton	22.0	42.9375	-70.8394444																						inconsistentCoordinates
