level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
0	0															0-20300-0-nan	IGRA2	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
0	0		MILLVILLE MUNI AP	39.37	-75.07	21.945600000000002				13735.0	19461201.0	19480801.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
1	1		MILLVILLE AAF	39.37	-75.07	22.86				13709.0	19430201.0	19430301.0		0.0		0-20500-0-13709	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
2	2		MILLVILLE AAF	39.37	-75.07	22.86				13709.0	19430301.0	19451031.0		0.0		0-20500-0-13709	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
3	3		MILLVILLE FAA AIRPORT	39.37	-75.07	21.031200000000002				13735.0	19570331.0	19600101.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
4	4		MILLVILLE FAA AIRPORT	39.37	-75.07	21.945600000000002				13735.0	19600101.0	19600701.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
5	5		MILLVILLE FAA AIRPORT	39.37	-75.07	21.945600000000002				13735.0	19480801.0	19480831.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
6	6		MILLVILLE FAA AIRPORT	39.37	-75.07	21.945600000000002				13735.0	19480831.0	19570101.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
7	7		MILLVILLE FAA AIRPORT	39.37	-75.07	21.031200000000002				13735.0	19570101.0	19570301.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
8	8		MILLVILLE FAA AIRPORT	39.37	-75.07	21.031200000000002				13735.0	19570301.0	19570331.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
9	9		MILLVILLE FAA AIRPORT	39.37	-75.07	21.945600000000002				13735.0	19600701.0	19600731.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
10	10		MILLVILLE FAA AIRPORT	39.37	-75.07	21.945600000000002				13735.0	19600731.0	19690101.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
11	11		MILLVILLE FAA AIRPORT	39.37	-75.07	21.945600000000002				13735.0	19690101.0	19811231.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
12	12		MILLVILLE FAA AIRPORT	39.37	-75.07	21.945600000000002				13735.0	19811231.0	19920101.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
13	13		MILLVILLE FAA AIRPORT	39.37	-75.07	21.336000000000002				13735.0	19920101.0	19930101.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
14	14		MILLVILLE FAA AIRPORT	39.37	-75.07	26.2128				13735.0	19930101.0	19950101.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
15	15		MILLVILLE FAA AIRPORT	39.37	-75.07	26.2128				13735.0	19950101.0	19990217.0		0.0		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
16	16		MILLVILLE MUNICIPAL AP	39.37	-75.08	26.2128				13735.0	19990217.0	99991231.0		0.9		0-20500-0-13735	WBAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
0	0															0-20400-0-nan	CHUAN	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
0	0															0-20600-0-nan	SCHROEDER	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
0	0															0-20700-0-nan	WMO	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
0	0															0-20800-0-nan	AMMA	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
0	0															0-20111-0-nan	HARA	millville	4.4	39.4019444	-75.0397222																						[39.37, 39.37]	[-75.07, -75.07]	era5.conv._2:13709	era5_2	19440101	19451026	2:13709	0-20500-0-13735	[104, 105, 106, 107]	identified
