level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		RICHMOND/BYRD FIELD	37.5	-77.333	54.0				72401	1942.0	1975.0	True	57.7		IGRA2	0-20300-0-72401	williamsburg	25.6	37.2705556	-76.70777779999997	USM00072401																					inconsistentCoordinates
0	0	0-20000-0-72401	RICHMOND/BYRD, VA.	37.5	-77.33333333333333	54.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), RBCN, GOS	37 30 00N	077 20 00W	72401	999.0	999.0	False	57.8		OSCAR	0-20000-0-72401	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
0	0		MIDDLE PENINSULA REGIONAL AIRP	37.52	-76.76	7.315200000000001				3734	20040107.0	99991231.0		7.4		WBAN	0-20500-0-3734	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
1	1		URBANNA	37.62	-76.57	32.9184				13742	19340101.0	19351231.0		16.5		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
2	2		URBANNA	37.63	-76.58	7.9248				13742	19371231.0	19380401.0		16.9		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
3	3		URBANNA	37.63	-76.58	7.9248				13742	19380401.0	19450101.0		16.9		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
4	4		URBANNA	37.63	-76.58	14.9352				13742	19450101.0	19480101.0		16.9		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
5	5		URBANNA	37.63	-76.58	7.9248				13742	19370901.0	19371231.0		16.9		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
6	6		URBANNA WB CITY	37.63	-76.58	14.9352				13742	19480131.0	19501231.0		16.9		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
7	7		URBANNA WB CITY	37.63	-76.58	14.9352				13742	19480101.0	19480131.0		16.9		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
8	8		URBANNA WB CITY	37.63	-76.57	9.144				13742	19510101.0	19571031.0		17.4		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
9	9		URBANNA WB CITY	37.63	-76.57	9.144				13742	19571031.0	19740831.0		17.4		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
10	10		URBANNA	37.62	-76.55	27.127200000000002				13742	19320501.0	19331231.0		17.6		WBAN	0-20500-0-13742	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
11	11		WILLIAMSBURG JAMESTOWN AIRPORT	37.24	-76.72	14.9352				3730	20030423.0	99991231.0		29.1		WBAN	0-20500-0-3730	williamsburg	25.6	37.2705556	-76.70777779999997																						inconsistentCoordinates
0	0		RICHMOND/R E BYRD INT'L  	37.5	-77.33333333333333	-999.0				72401				57.8		WMO	0-20700-0-72401	williamsburg	25.6	37.2705556	-76.70777779999997		72401	2990.0																			inconsistentCoordinates
