level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
0	0		OAK ISLAND	33.8833	-78.0167	3.0				13792	1944.0	1945.0	True	3.4		0-20300-0-13792	IGRA2	wilmington	38.5	34.22555560000001	-77.945	USW00013792																					[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
0	0		OAK ISLAND LIGHTBOAT	33.88	-78.02	3.048				13792	19350801.0	19350901.0		3.7		0-20500-0-13792	WBAN	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
1	1		OAK ISLAND LIGHTBOAT	33.88	-78.02	3.048				13792	19391231.0	19410701.0		3.7		0-20500-0-13792	WBAN	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
2	2		OAK ISLAND LIGHTBOAT	33.88	-78.02	3.048				13792	19410701.0	19431231.0		3.7		0-20500-0-13792	WBAN	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
3	3		OAK ISLAND LIGHTBOAT	33.88	-78.02	3.048				13792	19350901.0	19391231.0		3.7		0-20500-0-13792	WBAN	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
4	4		BRUNSWICK COUNTY AIRPORT	33.93	-78.07	7.62				3721	10101.0	99991231.0		10.0		0-20500-0-3721	WBAN	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
0	0															0-20400-0-nan	CHUAN	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
0	0															0-20600-0-nan	SCHROEDER	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
0	0															0-20700-0-nan	WMO	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
0	0															0-20800-0-nan	AMMA	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
0	0															0-20111-0-nan	HARA	wilmington	38.5	34.22555560000001	-77.945																						[33.88, 33.88]	[-77.98, -77.98]	era5.conv._2:13792	era5_2	19440701	19451125	2:13792	0-20300-0-13792	[104, 105, 106, 107]	identified
