level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0	0-20000-0-72223	MOBILE/BATES FIELD,  AL.	30.683333333333334	-88.25	67.0	Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C)	30 41 00N	088 15 00W	72223	999.0	999.0	False	47.9		OSCAR	0-20000-0-72223	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
0	0		MOBILE WB CITY	30.68	-88.03	17.0688				93855	18910101.0	19050101.0		26.8		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
1	1		MOBILE WB CITY	30.68	-88.03	28.956000000000003				93855	19050101.0	19130101.0		26.8		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
2	2		MOBILE WB CITY	30.68	-88.03	17.0688				93855	18840101.0	18901231.0		26.8		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
3	3		MOBILE WB CITY	30.68	-88.03	32.9184				93855	19130101.0	19351231.0		26.8		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
4	4		MOBILE WB CITY	30.68	-88.03	21.031200000000002				93855	18810101.0	18820101.0		26.8		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
5	5		MOBILE WB CITY	30.68	-88.03	21.945600000000002				93855	18720901.0	18810101.0		26.8		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
6	6		MOBILE WB CITY	30.68	-88.03	13.1064				93855	18820101.0	18840101.0		26.8		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
7	7		MOBILE WB CITY	30.7	-88.03	21.945600000000002				93855	19480630.0	19530501.0		26.9		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
8	8		MOBILE WB CITY	30.7	-88.03	21.945600000000002				93855	19480601.0	19480630.0		26.9		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
9	9		MOBILE WB CITY	30.7	-88.03	21.945600000000002				93855	19380101.0	19480601.0		26.9		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
10	10		MOBILE WB CITY	30.7	-88.03	21.945600000000002				93855	19370228.0	19380101.0		26.9		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
11	11		MOBILE	30.7	-88.03	21.945600000000002				93855	19530501.0	19531231.0		26.9		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
12	12		MOBILE WB CITY	30.7	-88.03	21.945600000000002				93855	19360101.0	19370228.0		26.9		WBAN	0-20500-0-93855	daphne	17.0	30.6033333	-87.90361109999998																						inconsistentCoordinates
0	0		MOBILE/WSO AIRPORT       	30.683333333333334	-88.25	-999.0				72223				47.9		WMO	0-20700-0-72223	daphne	17.0	30.6033333	-87.90361109999998		72223	2947.0																			inconsistentCoordinates
