level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0	0-20000-0-12910	SZENTGOTTHARD/FARKASFA	46.916666666666664	16.316666666666666	313.0	Surface land meteorological station (SYNOP), GOS	46 55 00N	016 19 00E	12910	999.0	999.0	False	9253.4		OSCAR	0-20000-0-12910	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
0	0		SAN MARCOS GARY AFB	29.88	-97.87	178.00320000000002				12910	19530101.0	19560831.0		0.0		WBAN	0-20500-0-12910	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
1	1		SAN MARCOS GARY AFB	29.88	-97.87	178.00320000000002				12910	19430101.0	19430201.0		0.0		WBAN	0-20500-0-12910	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
2	2		SAN MARCOS GARY AFB	29.88	-97.87	178.00320000000002				12910	19430201.0	19451231.0		0.0		WBAN	0-20500-0-12910	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
3	3		SAN MARCOS GARY AFB	29.88	-97.87	181.96560000000002				12910	19510501.0	19530101.0		0.0		WBAN	0-20500-0-12910	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
4	4		SAN MARCOS MUNICIPAL AIRPORT	29.89	-97.86	181.05120000000002				12979	19910530.0	99991231.0		1.5		WBAN	0-20500-0-12979	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
5	5		SAN ANTONIO	29.7	-98.03	42.672000000000004				12971	19950119.0	99991231.0		25.2		WBAN	0-20500-0-12971	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
6	6		NEW BRAUNFELS AIRPORT	29.71	-98.05	197.8152				12971	19960229.0	19981008.0		25.7		WBAN	0-20500-0-12971	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
7	7		NEW BRAUNFELS AIRPORT	29.71	-98.05	197.8152				12971	19981008.0	20020819.0		25.7		WBAN	0-20500-0-12971	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
8	8		NEW BRAUNFELS AIRPORT	29.71	-98.05	197.8152				12971	20020819.0	99991231.0		25.7		WBAN	0-20500-0-12971	san marcos	6.9	29.88305560000001	-97.9411111																						inconsistentCoordinates
0	0		SZENTGOTTHARD/FARKASFA   	46.91666666666666	16.316666666666666	-999.0				12910				9253.4		WMO	0-20700-0-12910	san marcos	6.9	29.88305560000001	-97.9411111		12910	2345.0																			inconsistentCoordinates
