level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
1	1		CAPE KENNEDY	28.4667	-80.55	3.0				74794	1950.0	2021.0	True	14.9		IGRA2	0-20300-0-74794	merritt island	1.3	28.5388889	-80.67222220000002	USM00074794																					inconsistentCoordinates
0	0		ORLANDO (AAB)	28.55	-81.3333	33.8				12824	1941.0	1944.0	True	64.9		IGRA2	0-20300-0-12824	merritt island	1.3	28.5388889	-80.67222220000002	USW00012824																					inconsistentCoordinates
0	0	0-20000-0-74794	CAPE KENNEDY, FL.	28.466666666666665	-80.55		Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS	28 28 00N	080 33 00W	74794	999.0	999.0	True	14.9		OSCAR	0-20000-0-74794	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
0	0		(made up station ID) Cape Kennedy - Merritt Island 915 MHz wind profiler	28.56	-80.66	-999.0				74806				1.5		SCHROEDER	0-20600-0-74806	merritt island	1.3	28.5388889	-80.67222220000002		74806.0	3175.0	1996-01-01 00:00:00	1996-01-01 00:00:00																	inconsistentCoordinates
1	1		(made up station ID) Cape Kennedy - Shuttle Landing Facility 50 MHz wind profiler	28.62	-80.69	-999.0				74801				8.0		SCHROEDER	0-20600-0-74801	merritt island	1.3	28.5388889	-80.67222220000002		74801.0	3170.0	1988-11-01 00:00:00	1994-01-01 00:00:00																	inconsistentCoordinates
2	2		(made up station ID) Cape Kennedy - Launch Complex 39A area 915 MHz wind profiler	28.6	-80.59	-999.0				74803				9.6		SCHROEDER	0-20600-0-74803	merritt island	1.3	28.5388889	-80.67222220000002		74803.0	3172.0	1996-01-01 00:00:00	1996-01-01 00:00:00																	inconsistentCoordinates
3	3		(made up station ID) Cape Kennedy area - Titusville Corporate Airport 915 MHz wind profiler	28.51	-80.79	-999.0				74805				12.6		SCHROEDER	0-20600-0-74805	merritt island	1.3	28.5388889	-80.67222220000002		74805.0	3174.0	1996-01-01 00:00:00	1996-01-01 00:00:00																	inconsistentCoordinates
4	4		(made up station ID) KTIX Titusville - Tico AP CaPE Experiment site, FL	28.52	-80.8	-999.0				74811				13.2		SCHROEDER	0-20600-0-74811	merritt island	1.3	28.5388889	-80.67222220000002		74811.0	3176.0	1991-07-08 00:00:00	1991-07-08 00:00:00																	inconsistentCoordinates
5	5		Cape Kennedy (operated by 45th Weather Squadron, 45th Space Wing, US Air Force), Cape Canaveral Air Force Station, Patrick AFB, FL	28.47	-80.55	-999.0				74794				14.7		SCHROEDER	0-20600-0-74794	merritt island	1.3	28.5388889	-80.67222220000002		74794.0	3167.0	1987-12-31 00:00:00	1988-11-01 00:00:00																	inconsistentCoordinates
6	6		(made up station ID) Cape Kennedy - South Cape 915 MHz wind profiler	28.43	-80.58	-999.0				74804				16.0		SCHROEDER	0-20600-0-74804	merritt island	1.3	28.5388889	-80.67222220000002		74804.0	3173.0	1996-01-01 00:00:00	1996-01-01 00:00:00																	inconsistentCoordinates
7	7		(made up station ID) Cape Kennedy - Mosquito Lagoon 915 MHz wind profiler	28.69	-80.72	-999.0				74802				16.3		SCHROEDER	0-20600-0-74802	merritt island	1.3	28.5388889	-80.67222220000002		74802.0	3171.0	1996-01-01 00:00:00	1996-01-01 00:00:00																	inconsistentCoordinates
0	0		TITUSVILLE NASA FAC	28.58	-80.68	4.8768				12886	19780301.0	19810101.0		3.5		WBAN	0-20500-0-12886	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
1	1		TITUSVILLE NASA FAC	28.62	-80.68	3.9624				12886	19930610.0	19950101.0		7.8		WBAN	0-20500-0-12886	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
2	2		TITUSVILLE NASA FAC	28.62	-80.68	3.9624				12886	19950101.0	99991231.0		7.8		WBAN	0-20500-0-12886	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
3	3		TITUSVILLE NASA FAC	28.62	-80.68	3.9624				12886	19810101.0	19930610.0		7.8		WBAN	0-20500-0-12886	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
4	4		TITUSVILLE 7 E	28.62	-80.69	0.9144000000000001				92821	20050506.0	99991231.0		8.0		WBAN	0-20500-0-92821	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
5	5		CAPE KENNEDY AFS	28.48	-80.57	4.8768				12868	19950101.0	99991231.0		12.5		WBAN	0-20500-0-12868	merritt island	1.3	28.5388889	-80.67222220000002		74794.0																				inconsistentCoordinates
6	6		CAPE KENNEDY AFS	28.48	-80.57	4.8768				12868	19760101.0	19950101.0		12.5		WBAN	0-20500-0-12868	merritt island	1.3	28.5388889	-80.67222220000002		74794.0																				inconsistentCoordinates
7	7		TITUSVILLE SPACE CTR	28.52	-80.8	10.668000000000001				12898	19700107.0	19740909.0		13.2		WBAN	0-20500-0-12898	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
8	8		TITUSVILLE SPACE CTR	28.52	-80.8	10.668000000000001				12898	19740909.0	19900925.0		13.2		WBAN	0-20500-0-12898	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
9	9		TITUSVILLE SPACE CTR	28.52	-80.8	10.668000000000001				12898	19900925.0	19950101.0		13.2		WBAN	0-20500-0-12898	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
10	10		TITUSVILLE SPACE CTR	28.52	-80.8	10.668000000000001				12898	19700101.0	19700107.0		13.2		WBAN	0-20500-0-12898	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
11	11		TITUSVILLE SPACE CTR	28.52	-80.8	10.668000000000001				12898	19950101.0	99991231.0		13.2		WBAN	0-20500-0-12898	merritt island	1.3	28.5388889	-80.67222220000002																						inconsistentCoordinates
