level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	kind
0	0		WILMINGTON	39.4214	-83.8217	322.7				72426	1943.0	2021.0	True	6.2		IGRA2	0-20300-0-72426	wilmington	7.3	39.4452778	-83.82861109999997	USM00072426																					inconsistentCoordinates
0	0	0-20000-0-72426	WILMINGTON, OH.	39.421388888888885	-83.82166666666666		Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(T), GOS	39 25 17N	083 49 18W	72426	999.0	999.0	True	6.2		OSCAR	0-20000-0-72426	wilmington	7.3	39.4452778	-83.82861109999997																						inconsistentCoordinates
0	0		KILN Wilmington - Clinton County Air Force Base (operated by US Air Force), OH (WBAN=13841)	39.43	-83.8	-999.0				72426				4.4		SCHROEDER	0-20600-0-72426	wilmington	7.3	39.4452778	-83.82861109999997		72426.0	2517.0	1946-10-01 00:00:00	2007-04-09 00:00:00																	inconsistentCoordinates
0	0		WILMINGTON AIRBORNE	39.43	-83.8	328.2696				13841	19930101.0	19950101.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
1	1		WILMINGTON AIRBORNE	39.43	-83.8	327.3552				13841	19781001.0	19811231.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
2	2		WILMINGTON AIRBORNE	39.43	-83.8	327.3552				13841	19811231.0	19930101.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
3	3		WILMINGTON AIRBORNE	39.43	-83.8	322.4784				13841	19430701.0	19480101.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
4	4		WILMINGTON AIRBORNE	39.43	-83.8	324.612				13841	19610101.0	19710831.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
5	5		WILMINGTON AIRBORNE	39.43	-83.8	328.2696				13841	19950101.0	19980401.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
6	6		WILMINGTON AIRBORNE	39.43	-83.8	321.2592				13841	19530301.0	19610101.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
7	7		WILMINGTON AIRBORNE	39.43	-83.8	322.4784				13841	19480101.0	19491031.0		4.4		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
8	8		WILMINGTON AIRBORNE	39.42	-83.82	328.2696				13841	19980401.0	99991231.0		6.0		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997		72426.0																				inconsistentCoordinates
9	9		CINCINNATI	39.42	-83.82	321.8688				13841	19950601.0	99991231.0		6.0		WBAN	0-20500-0-13841	wilmington	7.3	39.4452778	-83.82861109999997																						inconsistentCoordinates
