	Unnamed: 0	press	hum	temp	datetime	sensor
113818	0	430	69.03	298.86	2005-02-19 05:06:10+00:00	MKII
113819	0	430	69.03	298.86	2005-02-19 05:06:10+00:00	MKII
113820	1	434	69.11	298.76	2005-02-19 05:06:10+00:00	MKII
113821	1	434	69.11	298.76	2005-02-19 05:06:10+00:00	MKII
113822	2	438	69.35	298.97	2005-02-19 05:06:10+00:00	MKII
113823	2	438	69.35	298.97	2005-02-19 05:06:10+00:00	MKII
113824	3	442	69.62	298.78	2005-02-19 05:06:10+00:00	MKII
113825	3	442	69.62	298.78	2005-02-19 05:06:10+00:00	MKII
113826	4	446	70.3	298.69	2005-02-19 05:06:10+00:00	MKII
113827	4	446	70.3	298.69	2005-02-19 05:06:10+00:00	MKII
113828	5	450	70.08	298.59	2005-02-19 05:06:10+00:00	MKII
113829	5	450	70.08	298.59	2005-02-19 05:06:10+00:00	MKII
113830	6918	454		298.61	2005-02-19 05:06:10+00:00	MKII
113831	6918	454		298.61	2005-02-19 05:06:10+00:00	MKII
113832	6	455	71.24		2005-02-19 05:06:10+00:00	MKII
113833	6	455	71.24		2005-02-19 05:06:10+00:00	MKII
113834	6919	458		298.57	2005-02-19 05:06:10+00:00	MKII
113835	6919	458		298.57	2005-02-19 05:06:10+00:00	MKII
113836	7	459	72.02		2005-02-19 05:06:10+00:00	MKII
113837	7	459	72.02		2005-02-19 05:06:10+00:00	MKII
113838	6920	462		298.54	2005-02-19 05:06:10+00:00	MKII
113839	6920	462		298.54	2005-02-19 05:06:10+00:00	MKII
113840	8	463	72.45		2005-02-19 05:06:10+00:00	MKII
113841	8	463	72.45		2005-02-19 05:06:10+00:00	MKII
113842	9	467	72.98	298.54	2005-02-19 05:06:10+00:00	MKII
113843	9	467	72.98	298.54	2005-02-19 05:06:10+00:00	MKII
113844	10	471	73.47	298.52	2005-02-19 05:06:10+00:00	MKII
113845	10	471	73.47	298.52	2005-02-19 05:06:10+00:00	MKII
113846	11	475	74.3	298.5	2005-02-19 05:06:10+00:00	MKII
113847	11	475	74.3	298.5	2005-02-19 05:06:10+00:00	MKII
113848	12	479	75.0	298.48	2005-02-19 05:06:10+00:00	MKII
113849	12	479	75.0	298.48	2005-02-19 05:06:10+00:00	MKII
113850	13	483	75.48	298.43	2005-02-19 05:06:10+00:00	MKII
113851	13	483	75.48	298.43	2005-02-19 05:06:10+00:00	MKII
113852	14	487	75.97	298.38	2005-02-19 05:06:10+00:00	MKII
113853	14	487	75.97	298.38	2005-02-19 05:06:10+00:00	MKII
113854	15	491	76.4	298.33	2005-02-19 05:06:10+00:00	MKII
113855	15	491	76.4	298.33	2005-02-19 05:06:10+00:00	MKII
113856	16	495	77.15	298.31	2005-02-19 05:06:10+00:00	MKII
113857	16	495	77.15	298.31	2005-02-19 05:06:10+00:00	MKII
113858	17	499	78.25	298.26	2005-02-19 05:06:10+00:00	MKII
113859	17	499	78.25	298.26	2005-02-19 05:06:10+00:00	MKII
113860	18	503	78.79	298.14	2005-02-19 05:06:10+00:00	MKII
113861	18	503	78.79	298.14	2005-02-19 05:06:10+00:00	MKII
113862	19	507	79.17	298.1	2005-02-19 05:06:10+00:00	MKII
113863	19	507	79.17	298.1	2005-02-19 05:06:10+00:00	MKII
113864	20	511	80.11	298.1	2005-02-19 05:06:10+00:00	MKII
113865	20	511	80.11	298.1	2005-02-19 05:06:10+00:00	MKII
113866	21	515	79.46	298.02	2005-02-19 05:06:10+00:00	MKII
113867	21	515	79.46	298.02	2005-02-19 05:06:10+00:00	MKII
113868	22	519	80.22	297.93	2005-02-19 05:06:10+00:00	MKII
113869	22	519	80.22	297.93	2005-02-19 05:06:10+00:00	MKII
113870	23	523	81.1	297.89	2005-02-19 05:06:10+00:00	MKII
113871	23	523	81.1	297.89	2005-02-19 05:06:10+00:00	MKII
113872	24	527	81.69	297.85	2005-02-19 05:06:10+00:00	MKII
113873	24	527	81.69	297.85	2005-02-19 05:06:10+00:00	MKII
113874	25	531	82.28	297.82	2005-02-19 05:06:10+00:00	MKII
113875	25	531	82.28	297.82	2005-02-19 05:06:10+00:00	MKII
113876	26	535	83.28	297.79	2005-02-19 05:06:10+00:00	MKII
113877	26	535	83.28	297.79	2005-02-19 05:06:10+00:00	MKII
113878	27	539	84.17	297.75	2005-02-19 05:06:10+00:00	MKII
113879	27	539	84.17	297.75	2005-02-19 05:06:10+00:00	MKII
113880	28	543	84.95	297.72	2005-02-19 05:06:10+00:00	MKII
113881	28	543	84.95	297.72	2005-02-19 05:06:10+00:00	MKII
113882	29	547	85.35	297.7	2005-02-19 05:06:10+00:00	MKII
113883	29	547	85.35	297.7	2005-02-19 05:06:10+00:00	MKII
113884	30	551	85.67	297.67	2005-02-19 05:06:10+00:00	MKII
113885	30	551	85.67	297.67	2005-02-19 05:06:10+00:00	MKII
113886	31	555	85.94	297.61	2005-02-19 05:06:10+00:00	MKII
113887	31	555	85.94	297.61	2005-02-19 05:06:10+00:00	MKII
113888	32	559	86.24	297.57	2005-02-19 05:06:10+00:00	MKII
113889	32	559	86.24	297.57	2005-02-19 05:06:10+00:00	MKII
113890	6921	563		297.54	2005-02-19 05:06:10+00:00	MKII
113891	6921	563		297.54	2005-02-19 05:06:10+00:00	MKII
113892	33	564	86.72		2005-02-19 05:06:10+00:00	MKII
113893	33	564	86.72		2005-02-19 05:06:10+00:00	MKII
113894	6922	567		297.47	2005-02-19 05:06:10+00:00	MKII
113895	6922	567		297.47	2005-02-19 05:06:10+00:00	MKII
113896	34	568	87.15		2005-02-19 05:06:10+00:00	MKII
113897	34	568	87.15		2005-02-19 05:06:10+00:00	MKII
113898	35	572	87.69	297.4	2005-02-19 05:06:10+00:00	MKII
113899	35	572	87.69	297.4	2005-02-19 05:06:10+00:00	MKII
113900	36	576	87.23	297.34	2005-02-19 05:06:10+00:00	MKII
113901	36	576	87.23	297.34	2005-02-19 05:06:10+00:00	MKII
113902	37	580	87.63	297.34	2005-02-19 05:06:10+00:00	MKII
113903	37	580	87.63	297.34	2005-02-19 05:06:10+00:00	MKII
113904	38	584	88.17	297.25	2005-02-19 05:06:10+00:00	MKII
113905	38	584	88.17	297.25	2005-02-19 05:06:10+00:00	MKII
113906	39	588	88.33	297.18	2005-02-19 05:06:10+00:00	MKII
113907	39	588	88.33	297.18	2005-02-19 05:06:10+00:00	MKII
