	Unnamed: 0	press	hum	temp	datetime	sensor
29910	0	425	96.18	296.42	2005-02-07 19:31:41+00:00	Vaisala
29911	0	425	96.18	296.42	2005-02-07 19:31:41+00:00	Vaisala
29912	1	430	96.71	296.33	2005-02-07 19:31:41+00:00	Vaisala
29913	1	430	96.71	296.33	2005-02-07 19:31:41+00:00	Vaisala
29914	2	434	96.33	296.45	2005-02-07 19:31:41+00:00	Vaisala
29915	2	434	96.33	296.45	2005-02-07 19:31:41+00:00	Vaisala
29916	3	439	96.62	296.34	2005-02-07 19:31:41+00:00	Vaisala
29917	3	439	96.62	296.34	2005-02-07 19:31:41+00:00	Vaisala
29918	4	443	97.0	296.29	2005-02-07 19:31:41+00:00	Vaisala
29919	4	443	97.0	296.29	2005-02-07 19:31:41+00:00	Vaisala
29920	5	448	97.0	296.26	2005-02-07 19:31:41+00:00	Vaisala
29921	5	448	97.0	296.26	2005-02-07 19:31:41+00:00	Vaisala
29922	6	452	96.52	296.24	2005-02-07 19:31:41+00:00	Vaisala
29923	6	452	96.52	296.24	2005-02-07 19:31:41+00:00	Vaisala
29924	7	457	96.37	296.24	2005-02-07 19:31:41+00:00	Vaisala
29925	7	457	96.37	296.24	2005-02-07 19:31:41+00:00	Vaisala
29926	8	461	96.62	296.24	2005-02-07 19:31:41+00:00	Vaisala
29927	8	461	96.62	296.24	2005-02-07 19:31:41+00:00	Vaisala
29928	9	466	96.13	296.24	2005-02-07 19:31:41+00:00	Vaisala
29929	9	466	96.13	296.24	2005-02-07 19:31:41+00:00	Vaisala
29930	10	470	95.99	296.24	2005-02-07 19:31:41+00:00	Vaisala
29931	10	470	95.99	296.24	2005-02-07 19:31:41+00:00	Vaisala
29932	11	475	95.99	296.24	2005-02-07 19:31:41+00:00	Vaisala
29933	11	475	95.99	296.24	2005-02-07 19:31:41+00:00	Vaisala
29934	12	479	95.99	296.24	2005-02-07 19:31:41+00:00	Vaisala
29935	12	479	95.99	296.24	2005-02-07 19:31:41+00:00	Vaisala
29936	13	484	95.99	296.22	2005-02-07 19:31:41+00:00	Vaisala
29937	13	484	95.99	296.22	2005-02-07 19:31:41+00:00	Vaisala
29938	14	488	95.99	296.18	2005-02-07 19:31:41+00:00	Vaisala
29939	14	488	95.99	296.18	2005-02-07 19:31:41+00:00	Vaisala
29940	15	492	96.03	296.21	2005-02-07 19:31:41+00:00	Vaisala
29941	15	492	96.03	296.21	2005-02-07 19:31:41+00:00	Vaisala
29942	16	497	96.08	296.13	2005-02-07 19:31:41+00:00	Vaisala
29943	16	497	96.08	296.13	2005-02-07 19:31:41+00:00	Vaisala
29944	17	501	96.03	296.07	2005-02-07 19:31:41+00:00	Vaisala
29945	17	501	96.03	296.07	2005-02-07 19:31:41+00:00	Vaisala
29946	18	506	95.99	296.07	2005-02-07 19:31:41+00:00	Vaisala
29947	18	506	95.99	296.07	2005-02-07 19:31:41+00:00	Vaisala
29948	19	510	95.99	295.99	2005-02-07 19:31:41+00:00	Vaisala
29949	19	510	95.99	295.99	2005-02-07 19:31:41+00:00	Vaisala
29950	20	515	96.03	295.98	2005-02-07 19:31:41+00:00	Vaisala
29951	20	515	96.03	295.98	2005-02-07 19:31:41+00:00	Vaisala
29952	21	519	96.13	295.93	2005-02-07 19:31:41+00:00	Vaisala
29953	21	519	96.13	295.93	2005-02-07 19:31:41+00:00	Vaisala
29954	22	524	96.18	295.9	2005-02-07 19:31:41+00:00	Vaisala
29955	22	524	96.18	295.9	2005-02-07 19:31:41+00:00	Vaisala
29956	23	528	96.47	295.83	2005-02-07 19:31:41+00:00	Vaisala
29957	23	528	96.47	295.83	2005-02-07 19:31:41+00:00	Vaisala
29958	24	533	96.47	295.8	2005-02-07 19:31:41+00:00	Vaisala
29959	24	533	96.47	295.8	2005-02-07 19:31:41+00:00	Vaisala
29960	25	537	96.62	295.76	2005-02-07 19:31:41+00:00	Vaisala
29961	25	537	96.62	295.76	2005-02-07 19:31:41+00:00	Vaisala
29962	26	542	97.0	295.68	2005-02-07 19:31:41+00:00	Vaisala
29963	26	542	97.0	295.68	2005-02-07 19:31:41+00:00	Vaisala
29964	27	546	97.05	295.68	2005-02-07 19:31:41+00:00	Vaisala
29965	27	546	97.05	295.68	2005-02-07 19:31:41+00:00	Vaisala
29966	28	551	97.15	295.62	2005-02-07 19:31:41+00:00	Vaisala
29967	28	551	97.15	295.62	2005-02-07 19:31:41+00:00	Vaisala
29968	29	555	97.73	295.59	2005-02-07 19:31:41+00:00	Vaisala
29969	29	555	97.73	295.59	2005-02-07 19:31:41+00:00	Vaisala
29970	30	560	97.49	295.55	2005-02-07 19:31:41+00:00	Vaisala
29971	30	560	97.49	295.55	2005-02-07 19:31:41+00:00	Vaisala
29972	31	564	97.58	295.49	2005-02-07 19:31:41+00:00	Vaisala
29973	31	564	97.58	295.49	2005-02-07 19:31:41+00:00	Vaisala
29974	32	569	97.97	295.49	2005-02-07 19:31:41+00:00	Vaisala
29975	32	569	97.97	295.49	2005-02-07 19:31:41+00:00	Vaisala
29976	33	573	98.02	295.45	2005-02-07 19:31:41+00:00	Vaisala
29977	33	573	98.02	295.45	2005-02-07 19:31:41+00:00	Vaisala
29978	34	578	98.02	295.4	2005-02-07 19:31:41+00:00	Vaisala
29979	34	578	98.02	295.4	2005-02-07 19:31:41+00:00	Vaisala
29980	35	582	98.07	295.39	2005-02-07 19:31:41+00:00	Vaisala
29981	35	582	98.07	295.39	2005-02-07 19:31:41+00:00	Vaisala
29982	36	586	98.55	295.35	2005-02-07 19:31:41+00:00	Vaisala
29983	36	586	98.55	295.35	2005-02-07 19:31:41+00:00	Vaisala
29984	37	591	98.5	295.29	2005-02-07 19:31:41+00:00	Vaisala
29985	37	591	98.5	295.29	2005-02-07 19:31:41+00:00	Vaisala
29986	38	595	98.84	295.31	2005-02-07 19:31:41+00:00	Vaisala
29987	38	595	98.84	295.31	2005-02-07 19:31:41+00:00	Vaisala
29988	39	600	98.41	295.25	2005-02-07 19:31:41+00:00	Vaisala
29989	39	600	98.41	295.25	2005-02-07 19:31:41+00:00	Vaisala
29990	40	604	98.75	295.24	2005-02-07 19:31:41+00:00	Vaisala
29991	40	604	98.75	295.24	2005-02-07 19:31:41+00:00	Vaisala
29992	41	609	98.31	295.24	2005-02-07 19:31:41+00:00	Vaisala
29993	41	609	98.31	295.24	2005-02-07 19:31:41+00:00	Vaisala
29994	42	613	97.58	295.24	2005-02-07 19:31:41+00:00	Vaisala
29995	42	613	97.58	295.24	2005-02-07 19:31:41+00:00	Vaisala
29996	43	618	97.39	295.24	2005-02-07 19:31:41+00:00	Vaisala
29997	43	618	97.39	295.24	2005-02-07 19:31:41+00:00	Vaisala
29998	44	622	97.63	295.24	2005-02-07 19:31:41+00:00	Vaisala
29999	44	622	97.63	295.24	2005-02-07 19:31:41+00:00	Vaisala
30000	45	627	97.1	295.24	2005-02-07 19:31:41+00:00	Vaisala
30001	45	627	97.1	295.24	2005-02-07 19:31:41+00:00	Vaisala
30002	46	631	95.74	295.25	2005-02-07 19:31:41+00:00	Vaisala
30003	46	631	95.74	295.25	2005-02-07 19:31:41+00:00	Vaisala
30004	47	636	96.03	295.32	2005-02-07 19:31:41+00:00	Vaisala
30005	47	636	96.03	295.32	2005-02-07 19:31:41+00:00	Vaisala
