,station,start,end,obs,lat,lon,rh,temp,u,v,rh_h,temp_h,u_h,v_h
13,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089055.csv,1982-07-0612:00:00+00,2023-05-0112:00:00+00,154119,-64.2333,-56.7167,,,,,,,,
14,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00081729.csv,2014-01-1718:00:00+00,2015-12-0106:00:00+00,138271,-3.2944,-60.6283,,,,,,,,
15,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082107.csv,2008-04-1612:00:00+00,2023-02-1412:00:00+00,191739,-0.1167,-66.9667,,,,,,,,
16,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094750.csv,1965-01-0323:00:00+00,2023-01-2500:00:00+00,269867,-34.9469,150.535,,,,,,,,
17,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AGM00060656.csv,1998-01-0112:00:00+00,2023-05-0600:00:00+00,271676,27.7,-8.1667,,,,,,,,
18,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BGM00041923.csv,1966-01-0900:00:00+00,2023-05-0600:00:00+00,234546,23.7667,90.3833,,,,,,,,
19,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087047.csv,1965-06-0100:00:00+00,2014-03-2612:00:00+00,315638,-24.85,-65.4833,,,,,,,,
20,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089062.csv,2002-01-0712:00:00+00,2023-05-0512:00:00+00,243906,-67.5661,-68.1297,,,,,,,,
21,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087715.csv,1965-01-0112:00:00+00,2023-05-0612:00:00+00,361566,-38.95,-68.1333,,,,,,,,
22,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094647.csv,1995-08-0123:00:00+00,2012-10-0800:00:00+00,345695,-31.6667,128.867,,,,,,,,
23,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087418.csv,1974-01-0100:00:00+00,2023-05-0612:00:00+00,373196,-32.8333,-68.7833,,,,,,,,
24,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082397.csv,1973-08-0212:00:00+00,2019-07-2612:00:00+00,323057,-3.7667,-38.6,,,,,,,,
25,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BEM00006458.csv,2005-01-0400:00:00+00,2023-05-0600:00:00+00,266837,50.7456,4.7633,,,,,,,,
26,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AUM00011120.csv,1998-06-2300:00:00+00,2023-05-0602:00:00+00,376503,47.2603,11.3439,,,,,,,,
27,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082411.csv,2006-10-0112:00:00+00,2023-03-0212:00:00+00,317074,-4.25,-69.9333,,,,,,,,
28,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AGM00060630.csv,1965-01-0412:00:00+00,2023-05-0600:00:00+00,441081,27.2333,2.5,,,,,,,,
29,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AMM00037789.csv,1965-01-0100:00:00+00,2022-06-1422:00:00+00,447805,40.2169,44.5017,,,,,,,,
30,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094430.csv,1994-11-0122:00:00+00,2023-05-0600:00:00+00,422046,-26.6136,118.537,,,,,,,,
31,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082532.csv,2006-10-0112:00:00+00,2023-05-0612:00:00+00,358209,-5.8167,-61.2833,,,,,,,,
32,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082022.csv,2004-09-2512:00:00+00,2023-05-0612:00:00+00,387751,2.8333,-60.7,,,,,,,,
33,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094767.csv,1976-07-0103:00:00+00,2023-04-0612:00:00+00,413470,-33.9464,151.173,,,,,,,,
34,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082099.csv,2005-05-0912:00:00+00,2023-05-0612:00:00+00,354124,0.05,-51.0667,,,,,,,,
35,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094170.csv,1998-10-2623:00:00+00,2023-05-0500:00:00+00,479582,-12.6778,141.921,,,,,,,,
36,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082244.csv,2006-10-0412:00:00+00,2023-05-0612:00:00+00,388813,-2.4333,-54.7167,,,,,,,,
37,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089642.csv,1973-02-0600:00:00+00,2023-05-0500:00:00+00,456981,-66.6631,140.001,,,,,,,,
38,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AUM00011010.csv,1987-03-0406:00:00+00,2023-05-0602:00:00+00,493789,48.2353,14.1881,,,,,,,,
39,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082026.csv,2006-11-2512:00:00+00,2023-05-0612:00:00+00,371697,2.2239,-55.9472,,,,,,,,
40,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082400.csv,1974-06-1612:00:00+00,2023-05-0612:00:00+00,432777,-3.85,-32.4167,,,,,,,,
41,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082765.csv,1970-02-1512:00:00+00,2019-12-3112:00:00+00,163412,-7.3333,-47.4667,,,,,,,,
42,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082281.csv,1971-02-0612:00:00+00,2021-03-3112:00:00+00,374249,-2.6,-44.2333,,,,,,,,
43,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087623.csv,1965-07-0100:00:00+00,2023-05-0512:00:00+00,571189,-36.5667,-64.2667,,,,,,,,
44,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089022.csv,1965-01-0112:00:00+00,2023-02-0112:00:00+00,524489,-75.445,-26.2181,,,,,,,,
45,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094403.csv,1988-04-2023:00:00+00,2023-05-0500:00:00+00,496533,-28.8044,114.699,,,,,,,,
46,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087860.csv,1965-01-0112:00:00+00,2023-05-0612:00:00+00,580380,-45.7833,-67.5,,,,,,,,
47,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AUM00011240.csv,1987-01-0206:00:00+00,2023-05-0602:00:00+00,486854,46.9931,15.4392,,,,,,,,
48,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094374.csv,1993-04-0223:00:00+00,2022-12-0200:00:00+00,487071,-23.3753,150.477,,,,,,,,
49,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094150.csv,1985-11-1022:00:00+00,2023-05-0500:00:00+00,527030,-12.2742,136.82,,,,,,,,
50,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082678.csv,1971-04-1712:00:00+00,2019-04-0512:00:00+00,226121,-6.7667,-43.0167,,,,,,,,
51,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087344.csv,1965-01-0112:00:00+00,2023-05-0612:00:00+00,604216,-31.3167,-64.2167,,,,,,,,
52,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089002.csv,1984-05-0312:00:00+00,2023-05-0612:00:00+00,496879,-70.6667,-8.25,,,,,,,,
53,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082900.csv,1969-04-2412:00:00+00,2019-08-1312:00:00+00,292696,-8.05,-34.9167,,,,,,,,
54,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094326.csv,1965-01-0123:00:00+00,2023-04-2100:00:00+00,647075,-23.795,133.889,,,,,,,,
55,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094638.csv,1969-06-1823:00:00+00,2023-05-0500:00:00+00,591754,-33.83,121.893,,,,,,,,
56,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094802.csv,1965-07-0123:00:00+00,2023-05-0600:00:00+00,599062,-34.9414,117.802,,,,,,,,
57,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083288.csv,1970-09-0412:00:00+00,2015-02-1412:00:00+00,204023,-13.2667,-43.4167,,,,,,,,
58,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087155.csv,1965-01-0212:00:00+00,2023-05-0612:00:00+00,690378,-27.45,-59.05,,,,,,,,
59,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094821.csv,1965-01-0123:00:00+00,2023-05-0400:00:00+00,638028,-37.7472,140.774,,,,,,,,
60,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094910.csv,1965-11-0123:00:00+00,2023-05-0500:00:00+00,642703,-35.1583,147.457,,,,,,,,
61,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094637.csv,1965-01-0123:00:00+00,2023-05-0600:00:00+00,684531,-30.7847,121.453,,,,,,,,
62,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094312.csv,1965-01-0123:00:00+00,2023-05-0500:00:00+00,696398,-20.3725,118.632,,,,,,,,
63,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089664.csv,1965-01-0100:00:00+00,2023-05-0700:00:00+00,658338,-77.85,166.667,,,,,,,,
64,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00095527.csv,1965-01-1323:00:00+00,2023-05-0500:00:00+00,654763,-29.4897,149.847,,,,,,,,
65,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089009.csv,1965-01-0100:00:00+00,2023-05-0700:00:00+00,694891,-90.0,0.0,,,,,,,,
66,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082983.csv,1970-05-2712:00:00+00,2020-09-2712:00:00+00,319477,-9.3833,-40.4833,,,,,,,,
67,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083498.csv,1975-04-0512:00:00+00,2016-08-0612:00:00+00,188254,-17.7333,-39.25,,,,,,,,
68,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AGM00060571.csv,1965-01-0112:00:00+00,2023-05-0500:00:00+00,743286,31.5,-2.25,,,,,,,,
69,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083229.csv,1970-01-0212:00:00+00,2018-10-2512:00:00+00,235844,-13.0167,-38.5167,,,,,,,,
70,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094711.csv,1965-01-0123:00:00+00,2023-05-0400:00:00+00,693291,-31.4839,145.829,,,,,,,,
71,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082599.csv,1967-01-1812:00:00+00,2023-05-0612:00:00+00,628396,-5.9167,-35.25,1.8182986589282484,-0.42812172437612395,-0.5135952173703916,-0.1640877712891495,-4.454583666281589,-0.3741094799195961,-0.48609152384667736,-0.13678744704053772
72,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082917.csv,2004-10-0300:00:00+00,2023-05-0612:00:00+00,369163,-10.0,-67.8,,,,,,,,
73,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082705.csv,2004-10-0112:00:00+00,2023-05-0612:00:00+00,370674,-7.5833,-72.7667,,,,,,,,
74,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094332.csv,1975-05-2500:00:00+00,2023-05-0400:00:00+00,743810,-20.6778,139.488,,,,,,,,
75,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AGM00060680.csv,1965-01-0112:00:00+00,2023-05-0500:00:00+00,780527,22.8,5.4333,,,,,,,,
76,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BOM00033041.csv,1970-01-2612:00:00+00,2022-04-1700:00:00+00,686365,52.4019,30.9631,,,,,,,,
77,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094294.csv,1965-01-0123:00:00+00,2019-12-3100:00:00+00,776319,-19.2483,146.766,,,,,,,,
78,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094659.csv,1965-01-0122:00:00+00,2023-05-0600:00:00+00,782042,-31.1558,136.805,,,,,,,,
79,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BFM00078073.csv,1977-12-1412:00:00+00,2020-07-2012:00:00+00,689001,25.05,-77.4667,,,,,,,,
80,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094995.csv,1965-01-0123:00:00+00,2023-05-0600:00:00+00,694353,-31.5422,159.079,,,,,,,,
81,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082965.csv,1987-06-0412:00:00+00,2023-05-0612:00:00+00,519546,-9.8667,-56.1,,,,,,,,
82,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094203.csv,1965-06-0523:00:00+00,2023-05-0600:00:00+00,747946,-17.9475,122.235,,,,,,,,
83,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089564.csv,1965-01-0123:00:00+00,2023-05-0612:00:00+00,797186,-67.6017,62.8753,,,,,,,,
84,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094510.csv,1965-01-0123:00:00+00,2023-05-0600:00:00+00,816652,-26.4139,146.256,,,,,,,,
85,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082824.csv,1991-09-0412:00:00+00,2023-05-0612:00:00+00,474899,-8.7667,-63.9167,,,,,,,,
86,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094776.csv,1966-05-3112:00:00+00,2023-05-0600:00:00+00,816664,-32.7933,151.836,,,,,,,,
87,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094299.csv,1965-01-0123:00:00+00,2023-05-0612:00:00+00,802386,-16.2833,149.965,,,,,,,,
88,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BEM00006447.csv,1965-01-0100:00:00+00,2021-03-1212:00:00+00,778592,50.7969,4.3581,,,,,,,,
89,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082193.csv,1968-07-3012:00:00+00,2023-05-0612:00:00+00,832026,-1.3833,-48.4833,2.542134552509647,-0.18138411318636047,-0.4704254340898349,0.1227965074027168,-3.2019012714588992,-0.13088969098710382,-0.4440700956349443,0.14904852790340875
90,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083650.csv,1967-04-1612:00:00+00,2019-04-1612:00:00+00,294005,-20.5,-29.3167,,,,,,,,
91,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083525.csv,2006-10-0712:00:00+00,2023-05-0612:00:00+00,329029,-18.8833,-48.2167,,,,,,,,
92,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083362.csv,1996-07-1212:00:00+00,2021-09-3012:00:00+00,492836,-15.65,-56.1,,,,,,,,
93,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094461.csv,1965-01-0123:00:00+00,2023-05-0612:00:00+00,759708,-25.0342,128.301,,,,,,,,
94,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094302.csv,1988-07-1023:00:00+00,2023-05-0612:00:00+00,922770,-22.2406,114.097,,,,,,,,
95,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00082332.csv,1967-06-0912:00:00+00,2023-05-0612:00:00+00,759355,-3.15,-59.9833,1.010460163167293,-0.2557438060153634,-0.6737928801949148,-0.04381756558307798,7.586107913556373,-0.07981370163697668,-0.6590494474678777,-0.029174348419659758
96,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094578.csv,1965-01-0123:00:00+00,2023-05-0612:00:00+00,958958,-27.3917,153.129,,,,,,,,
97,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AEM00041217.csv,1984-03-0200:00:00+00,2023-05-0612:00:00+00,991402,24.4333,54.65,7.206572718281102,-0.029451911068869747,-0.20506231381780424,-0.21121027357486602,7.229151241022027,-0.31583971432689567,-0.20618230708770838,-0.21228568690517316
98,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AGM00060390.csv,1965-01-0112:00:00+00,2023-05-0600:00:00+00,977266,36.6833,3.2167,,,,,,,,
99,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083554.csv,2002-05-2412:00:00+00,2023-02-0100:00:00+00,407109,-19.0,-57.6667,,,,,,,,
100,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083649.csv,2008-08-0600:00:00+00,2023-05-0612:00:00+00,321389,-20.2667,-40.2833,,,,,,,,
101,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094866.csv,1999-08-2012:00:00+00,2023-05-0612:00:00+00,793627,-37.6656,144.832,,,,,,,,
102,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089571.csv,1969-04-0123:00:00+00,2023-05-0600:00:00+00,1033094,-68.5744,77.9672,,,,,,,,
103,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083208.csv,1967-03-2713:00:00+00,2023-03-0912:00:00+00,592968,-12.7,-60.1,,,,,,,,
104,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ARM00087576.csv,1965-01-0100:00:00+00,2022-04-2612:00:00+00,916108,-34.8167,-58.5333,,,,,,,,
105,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089532.csv,1966-02-1114:00:00+00,2023-05-0612:00:00+00,895393,-69.0053,39.5811,,,,,,,,
106,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083768.csv,2007-03-1000:00:00+00,2023-05-0612:00:00+00,365918,-23.3333,-51.1333,,,,,,,,
107,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083566.csv,1994-08-3100:00:00+00,2023-05-0612:00:00+00,481045,-19.6167,-43.9667,,,,,,,,
108,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AYM00089611.csv,1965-01-0111:00:00+00,2023-05-0612:00:00+00,1075548,-66.2825,110.523,,,,,,,,
109,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083928.csv,2004-08-1300:00:00+00,2023-05-0612:00:00+00,388950,-29.7833,-57.0333,,,,,,,,
110,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BDM00078016.csv,1965-01-0100:00:00+00,2023-05-0612:00:00+00,1329279,32.3669,-64.6772,-5.558495696677667,-0.044384028246722974,-0.015160025585473497,0.1553032459275863,-5.560502079412331,-0.10788351849212442,0.255632677209332,-0.005787193414448599
111,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083779.csv,2000-12-0112:00:00+00,2023-05-0612:00:00+00,565333,-23.5,-46.6333,,,,,,,,
112,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083937.csv,2006-04-2512:00:00+00,2023-05-0612:00:00+00,454475,-29.7167,-53.7,,,,,,,,
113,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083378.csv,1966-05-1013:00:00+00,2023-05-0612:00:00+00,875767,-15.8667,-47.9333,,,,,,,,
114,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083899.csv,2003-06-0212:00:00+00,2023-05-0612:00:00+00,487628,-27.6667,-48.55,,,,,,,,
115,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094672.csv,1965-01-0111:00:00+00,2023-05-0612:00:00+00,1353631,-34.9525,138.52,,,,,,,,
116,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083612.csv,1966-10-2511:00:00+00,2023-05-0612:00:00+00,729981,-20.4667,-54.6667,,,,,,,,
117,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094975.csv,1966-09-0712:00:00+00,2023-05-0612:00:00+00,1345802,-42.8339,147.503,,,,,,,,
118,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094998.csv,1965-01-0111:00:00+00,2023-05-0612:00:00+00,1306911,-54.4994,158.937,,,,,,,,
119,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094610.csv,1965-01-0123:00:00+00,2023-05-0612:00:00+00,1334479,-31.9275,115.976,,,,,,,,
120,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_ASM00094120.csv,1965-01-0123:00:00+00,2023-05-0612:00:00+00,1341836,-12.4239,130.893,,,,,,,,
121,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083827.csv,1992-11-1212:00:00+00,2023-05-0612:00:00+00,555663,-25.5167,-54.5833,-4.205134712683794,-0.14494354390925107,0.20022901080248745,-0.40616756618849287,-3.174758581631621,-0.11286008518252162,0.21834691467589756,-0.38808584614707275
122,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BHM00078583.csv,1980-07-0600:00:00+00,2023-05-0612:00:00+00,1139819,17.5333,-88.3,-0.29879744752571774,-0.09283344985708192,0.4844308687906649,0.17955272808202602,-0.29879744752571774,-0.0982051945934772,0.24943364143172975,0.39145856622256714
123,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CAM00071701.csv,1971-06-1611:00:00+00,2023-03-2318:00:00+00,282956,45.8333,-66.4333,,,,,,,,
124,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CAM00071853.csv,1968-04-0712:00:00+00,2007-07-1312:00:00+00,151723,49.783,-99.633,,,,,,,,
125,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BXM00096315.csv,1981-03-0700:00:00+00,2023-05-0612:00:00+00,757566,4.9333,114.933,14.21735820682037,-0.017108043287875633,-1.3923571536383397,-0.13988681995302932,13.668045084616772,-0.011555762396687621,-1.406589935936836,-0.12667383028556572
126,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083746.csv,1965-01-0112:00:00+00,2023-05-0612:00:00+00,1005340,-22.8167,-43.25,-3.271129022822371,-0.16863777650454015,0.24798020368537568,-0.3348507109693663,-1.2293377740206937,-0.014559102720825622,0.27089852708457585,-0.3118761358745103
127,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083840.csv,1965-10-1212:00:00+00,2023-05-0612:00:00+00,856345,-25.5167,-49.1667,-4.213895814702934,-0.19322061633708337,0.3766344865507457,-0.4891960765533844,-3.1832478019712482,-0.09911530895569727,0.39499898340701,-0.47068229975094855
128,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AUM00011035.csv,1965-01-0100:00:00+00,2023-05-0612:00:00+00,1928896,48.2486,16.3564,-4.0581838166805815,-0.8913768526428115,0.2696482036515519,-0.14437416825377442,-4.330897750662511,-0.8886022065105816,0.278315708681217,-0.13383612785112767
129,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BRM00083971.csv,1965-01-0112:00:00+00,2023-05-0612:00:00+00,995633,-30.0,-51.1833,-4.950397423895504,-0.16013309523125474,0.3538817165950382,-0.5076220827639351,-3.4576980174496597,-0.004708132405453715,0.3737830406590439,-0.4877964855784519
130,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BUM00015614.csv,1965-01-0112:00:00+00,2023-05-0612:00:00+00,925496,42.65,23.3833,,,,,,,,
131,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_BBM00078954.csv,1965-07-3012:00:00+00,2023-05-0612:00:00+00,1634607,13.0667,-59.4833,-2.1160911682546364,-0.23352918323042338,0.030940268793863863,0.00934970368177102,4.459223697476849,-0.18595477608252145,-0.30486271757079847,0.26870564369055355
132,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CAM00071802.csv,2009-08-1400:00:00+00,2023-05-0612:00:00+00,562206,47.5167,-52.7833,,,,,,,,
133,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CAM00071203.csv,1994-04-0312:00:00+00,2017-07-0100:00:00+00,812091,49.9408,-119.4,-2.7570863305266795,,,,-4.7058533484473,,,
134,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CFM00064400.csv,1999-09-2411:00:00+00,2022-05-3100:00:00+00,141319,-4.8167,11.9,,,,,,,,
135,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CAM00071801.csv,1971-04-2712:00:00+00,2009-08-1312:00:00+00,1031996,47.6667,-52.75,,,,,,,,
136,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CMM00064870.csv,2001-12-1912:00:00+00,2023-05-0512:00:00+00,44473,7.35,13.5667,,,,,,,,
137,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_CAM00071603.csv,1989-01-0112:00:00+00,2023-05-0612:00:00+00,1226084,43.8667,-66.1,-4.615413974644075,-0.3669612135802283,0.9150291182929259,0.11069644634032741,-5.481121822796069,-0.32504774009960374,0.7917567215398419,0.23991308384647356
138,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_COM00080035.csv,1992-02-0712:00:00+00,2016-06-1412:00:00+00,122921,11.5333,-72.9333,,,,,,,,
139,/users/staff/uvoggenberger/scratch/RHARM_2/cleaned_AQM00091765.csv,1966-04-0100:00:00+00,2023-05-0712:00:00+00,2584456,-14.3383,-170.719,-6.394568434365396,0.1601317435152029,0.4059215754056986,0.21243346257649387,3.8579627965193706,0.1976678700805197,-0.00526449434014619,0.4778460359412652
