	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
96	era5.conv._505=§	MOBILE	0-20999-0-505=§	 	97	505=§	 	 	 	 	 	nan	nan	 	198901	198901	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
97	era5.conv._WB18	MOBILE	0-20999-0-WB18	 	98	WB18	 	 	 	 	 	nan	nan	 	198111	198112	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
98	era5.conv._DB§§	MOBILE	0-20999-0-DB§§	 	99	DB§§	 	 	 	 	 	nan	nan	 	200105	200105	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
99	era5.conv._B6981	MOBILE	0-20999-0-B6981	 	100	B6981	 	 	 	 	 	nan	nan	 	198308	198308	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
100	era5.conv._YQPM	MOBILE	0-20999-0-YQPM	 	101	YQPM	 	 	 	 	 	nan	nan	 	198505	198505	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
101	era5.conv._V2G§	MOBILE	0-20999-0-V2G§	 	102	V2G§	 	 	 	 	 	nan	nan	 	199505	199505	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
102	era5.conv._ELM§7	MOBILE	0-20999-0-ELM§7	 	103	ELM§7	 	 	 	 	 	nan	nan	 	199907	200201	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
103	era5.conv._005=§	MOBILE	0-20999-0-005=§	 	104	005=§	 	 	 	 	 	nan	nan	 	198901	198901	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
104	era5.conv._ERER	MOBILE	0-20999-0-ERER	 	105	ERER	 	 	 	 	 	nan	nan	 	198605	198605	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
105	era5.conv._S3539	MOBILE	0-20999-0-S3539	 	106	S3539	 	 	 	 	 	nan	nan	 	200709	200712	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
106	era5.conv._FFOR	MOBILE	0-20999-0-FFOR	 	107	FFOR	 	 	 	 	 	nan	nan	 	200201	200201	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
107	era5.conv._90NI	MOBILE	0-20999-0-90NI	 	108	90NI	 	 	 	 	 	nan	nan	 	198811	198811	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
108	era5.conv._DFBH	MOBILE	0-20999-0-DFBH	 	109	DFBH	 	 	 	 	 	nan	nan	 	200009	200009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
109	era5.conv._016=§	MOBILE	0-20999-0-016=§	 	110	016=§	 	 	 	 	 	nan	nan	 	198901	198901	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
110	era5.conv._DBBI	MOBILE	0-20999-0-DBBI	 	111	DBBI	 	 	 	 	 	nan	nan	 	200009	200009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
111	era5.conv._96073	MOBILE	0-20999-0-96073	 	112	96073	 	 	 	 	 	nan	nan	 	198405	198405	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
112	era5.conv._UUBY	MOBILE	0-20999-0-UUBY	 	113	UUBY	 	 	 	 	 	nan	nan	 	199108	199108	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
113	era5.conv._FNOQ	MOBILE	0-20999-0-FNOQ	 	114	FNOQ	 	 	 	 	 	nan	nan	 	200211	200211	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
114	era5.conv._DESE	MOBILE	0-20999-0-DESE	 	115	DESE	 	 	 	 	 	nan	nan	 	199303	199303	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
115	era5.conv._AF69	MOBILE	0-20999-0-AF69	 	116	AF69	 	 	 	 	 	nan	nan	 	198310	198310	 	 	 	 	 	 	 	 	 	 	 	 	 	 	nan	 	 	 	 	 	 	 	 
