	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file
0	0-20000-0-38475	0	1	38475	3	ANDIZAN			0	72.31666666666666	40.73333333333333		19791120	19860102	1	0	63	NMS	233	Andijon									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	1.2		8.7	475.0	era5.conv._38475
1	0-20000-0-83746	0	2	83744	3	GALEAO			0	-43.25	-22.816666666666663		19910222	19910222	1	0	63	NMS	30	Niteroi									[104, 105, 106, 107, 117]							L.Haimberger	0	29.9		18.7	75.0	era5.conv._83744
2	0-20000-0-41977	0	3	41944	3	CHITTAGONG (AMBAGAN)			0	91.81666666666666	22.35		19810114	19810114	1	0	63	NMS	19	Raozan									[39, 106, 107, 117]							L.Haimberger	0	10.4		24.8	34.0	era5.conv._41944
3	0-20000-0-25956	0	4	25956	3	APUKA			0	169.66666666666666	60.43333333333333		19880305	19880305	1	0	63	NMS	190	None									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	5.1		None	4.6	era5.conv._25956
4	0-20000-0-65361	0	5	62495	3	SOKODE			0	1.15	8.983333333333333		19850426	19871130	1	0	63	NMS	215	Sokode									[104, 105, 106, 107, 117]							L.Haimberger	0	0.4		1.9	387.0	era5.conv._62495
5	0-20000-0-94870	0	6	95865	3	MOORABBIN AIRPORT			0	145.0963888888889	-37.98		19800401	19800401	1	0	63	NMS	13	Cranbourne									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	5.6		18.6	12.7	era5.conv._95865
6	0-20000-0-47658	0	7	47658	3	SHIZUHAMA AB			0	138.29805555555555	34.812777777777775		19830511	19830511	1	0	63	NMS	113	Fujieda									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	1.4		8.0	10.01	era5.conv._47658
7	0-20000-0-03970	0	8	3970	3	CLAREMORRIS			0	-8.983333333333333	53.71666666666667		19800704	19800704	1	0	63	NMS	101	Castlebar									[104, 105, 106, 107, 117]							L.Haimberger	0	0.4		25.6	69.0	era5.conv._03970
8	0-20000-0-63789	0	9	63789	3	ARUSHA			0	36.62583333333333	-3.3675		19790617	19790617	1	0	63	NMS	227	Arusha									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	4.2		8.1	1387.0	era5.conv._63789
9	0-20000-0-07257	0	10	7257	3	AVORD			0	2.6422222222222222	47.05222222222222		19850106	19850106	1	0	63	NMS	74	Bourges									[104, 105, 106, 107, 117]							L.Haimberger	0	0.6		19.3	177.0	era5.conv._07257
