	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	file
0	0-20500-0-42028	0	1	2:42028	3	CHUNGKING			0	106.58	28.6		19450718	19450830	1	0	63	NMS	47	Tongzi									[106, 107]							L.Haimberger	0	0.0		56.4	era5.1761.conv.2:42028
1	0-20500-0-26204	0	2	2:26204	3	TROUT LAKE			0	-121.8	60.27		19440401	19450301	1	0	63	NMS	37	Fort Saint John									[106, 107]							L.Haimberger	0	0.0		451.3	era5.1761.conv.2:26204
2	0-20000-0-89564	0	3	9:3282	3	MAWSON			0	62.875277777777775	-67.60166666666666		19560301	19571231	1	0	63	NMS	214	None									[106, 107]							L.Haimberger	0	0.3		None	era5.1761.conv.9:3282
3	0-20000-0-01271	0	4	9:1396	3	TRONDHEIM/VERNES			0	10.935	63.45916666666667		19420117	19420117	1	0	63	NMS	166	Trondheim									[85, 117]							L.Haimberger	0	1.2		26.3	era5.1761.conv.9:1396
4	0-20000-0-88963	0	5	9:2224	3	BASE ESPERANZA			0	-56.99777777777778	-63.39888888888889		19530114	19580617	1	0	63	NMS	71	None									[106, 107]							L.Haimberger	0	0.9		None	era5.1761.conv.9:2224
5	0-20000-0-01271	0	6	9:4175	3	TRONDHEIM/VERNES			0	10.935	63.45916666666667		19401203	19420228	1	0	63	NMS	166	Trondheim									[85, 117]							L.Haimberger	0	1.2		26.3	era5.1761.conv.9:4175
6	0-20000-0-52436	0	7	1:52436	3	YUMENZHEN			0	97.03333333333332	40.266666666666666		19570301	19591231	1	0	63	NMS	47	Yumen									[106, 107]							L.Haimberger	0	12.5		67.7	era5.1761.conv.1:52436
7	0-20500-0-42015	0	8	2:42015	3	LULIANG			0	103.58	25.0		19440720	19451111	1	0	63	NMS	47	Zhongshu									[106, 107]							L.Haimberger	0	0.0		56.8	era5.1761.conv.2:42015
8	0-20000-0-47931	0	9	2:42202	3	KADENA			0	127.76777777777778	26.355555555555558		19521008	19530714	1	0	63	NMS	113	Yomitan									[106, 107]							L.Haimberger	0	3.2		2.2	era5.1761.conv.2:42202
9	0-20000-0-42314	0	10	2:32908	3	DIBRUGARH /MOHANBARI			0	95.01666666666668	27.48333333333333		19440623	19450921	1	0	63	NMS	104	Tinsukia									[106, 107]							L.Haimberger	0	25.4		9.8	era5.1761.conv.2:32908
10	0-20000-0-68263	0	11	1:68262	3	PRETORIA (IRENE)			0	28.210555555555555	-25.910555555555554		19570701	19581221	1	0	63	NMS	246	Pretoria									[85, 117]							L.Haimberger	0	20.2		5.6	era5.1761.conv.1:68262
11	0-20000-0-56651	0	12	2:42009	3	LIJING			0	100.21666666666668	26.83333333333333		19440402	19450728	1	0	63	NMS	47	Dali									[106, 107]							L.Haimberger	0	5.3		130.8	era5.1761.conv.2:42009
12	0-20000-0-98426	0	13	2:41206	3	SUBIC BAY WEATHER STATION			0	120.275	14.808333333333335		19450305	19450630	1	0	63	NMS	176	Castillejos									[106, 107]							L.Haimberger	0	19.6		4.4	era5.1761.conv.2:41206
13	0-20000-0-54342	0	14	2:44201	3	SHENYANG			0	123.51666666666668	41.73333333333333		19460526	19470424	1	0	63	NMS	47	Shenyang									[106, 107]							L.Haimberger	0	13.6		4.5	era5.1761.conv.2:44201
14	0-20000-0-47127	0	15	2:43230	3	CHUNGJU			0	127.95277777777778	36.97027777777778		19510219	19510228	1	0	63	NMS	121	Seoul									[106, 107]							L.Haimberger	0	16.1		124.5	era5.1761.conv.2:43230
15	0-20000-0-84390	0	16	1:84390	3	TALARA			0	-81.25	-4.566666666666666		19490106	19540812	1	0	63	NMS	173	Talara									[106, 107]							L.Haimberger	0	0.4		2.6	era5.1761.conv.1:84390
16	0-20000-0-72797	0	17	2:24252	3	QUILLAYUTE, WA.			0	-124.56027777777777	47.933888888888895		19440511	19450831	1	0	63	NMS	231	Port Angeles									[106, 107]							L.Haimberger	0	2.9		84.2	era5.1761.conv.2:24252
17	0-20500-0-24204	0	18	2:24204	3	MADRAS AAF			0	-121.17	44.67		19440514	19440514	1	0	63	NMS	231	Redmond									[106, 107]							L.Haimberger	0	0.0		44.1	era5.1761.conv.2:24204
18	0-20500-0-10808	0	19	2:10808	3	COCLE DEL NORTE			0	-80.57	9.08		19450408	19450425	1	0	63	NMS	172	Puerto Escondido									[106, 107]							L.Haimberger	0	0.0		54.4	era5.1761.conv.2:10808
19	0-20000-0-48062	0	20	9:1745	3	SITTWE			0	92.88333333333334	20.133333333333333		19460502	19481224	1	0	63	NMS	145	Akyab									[106, 107]							L.Haimberger	0	3.9		3.0	era5.1761.conv.9:1745
20	0-20000-0-81225	0	21	2:10509	3	ZANDERIJ			0	-55.2	5.45		19430622	19440801	1	0	63	NMS	206	Lelydorp									[106, 107]							L.Haimberger	0	2.2		25.7	era5.1761.conv.2:10509
21	0-20000-0-72202	0	22	2:12826	3	MIAMI, FL (72202-0)			0	-80.38333333333334	25.75		19450601	19450914	1	0	63	NMS	231	Leisure City									[106, 107]							L.Haimberger	0	29.9		5.2	era5.1761.conv.2:12826
22	0-20000-0-50745	0	23	1:50745	3	QIQIHAR			0	123.91666666666669	47.38333333333333		19570301	19591231	1	0	63	NMS	47	Qiqihar									[106, 107]							L.Haimberger	0	6.0		3.1	era5.1761.conv.1:50745
23	0-20000-0-72231	0	24	2:93906	3	NEW ORLEANS/MOISANT INT., LA.			0	-90.25	29.98333333333333		19421102	19450731	1	0	63	NMS	231	New Orleans									[106, 107]							L.Haimberger	0	18.1		8.4	era5.1761.conv.2:93906
24	0-20500-0-50404	0	25	2:50405	3	IGARAPE			0	-47.62	-1.07		19440502	19450331	1	0	63	NMS	30	Igarape-Acu									[106, 107]							L.Haimberger	0	0.0		5.2	era5.1761.conv.2:50405
25	0-20500-0-93121	0	26	2:93121	3	TWENTYNINE PALM NAAS			0	-116.05	34.22		19441003	19451026	1	0	63	NMS	231	Twentynine Palms									[106, 107]							L.Haimberger	0	0.0		9.4	era5.1761.conv.2:93121
26	0-20000-0-17351	0	27	2:33307	3	ADANA/BOLGE			0	35.344166666666666	37.00416666666667		19450411	19460117	1	0	63	NMS	223	Adana									[106, 107]							L.Haimberger	0	4.8		3.5	era5.1761.conv.2:33307
27	0-20000-0-47840	0	28	2:43317	3	TSUIKI AB			0	131.04027777777782	33.684999999999995		19510111	19530407	1	0	63	NMS	113	Yukuhashi									[106, 107]							L.Haimberger	0	1.9		8.3	era5.1761.conv.2:43317
28	0-20000-0-04211	0	29	2:17501	3	MITTARFIK UPERNAVIK (UPERNAVIK LUFTHAVN)			0	-56.13333333333333	72.78333333333333		19431201	19431201	1	0	63	NMS	83	None									[106, 107]							L.Haimberger	0	5.8		None	era5.1761.conv.2:17501
29	0-20500-0-20701	0	30	2:20701	3	BAKER ISLAND AAF			0	-176.47	0.22		19431021	19450930	1	0	63	NMS	218	None									[106, 107]							L.Haimberger	0	0.0		None	era5.1761.conv.2:20701
30	0-20000-0-68906	0	31	1:68906	3	GOUGH ISLAND			0	-9.880277777777778	-40.34944444444445		19570701	19581231	1	0	63	NMS	198	None									[85, 117]							L.Haimberger	0	0.1		None	era5.1761.conv.1:68906
31	0-20000-0-91232	0	32	2:41410	3	SAIPAN (CG), MARIANA IS.			0	145.73333333333332	15.116666666666667		19450710	19450729	1	0	63	NMS	148	None									[106, 107]							L.Haimberger	0	19.4		None	era5.1761.conv.2:41410
32	0-20500-0-26632	0	33	2:26632	3	NORTHEAST CAPE			0	-168.93	63.32		19540812	19560823	1	0	63	NMS	231	None									[106, 107]							L.Haimberger	0	0.0		None	era5.1761.conv.2:26632
33	0-20500-0-43011	0	34	2:43011	3	NINGHSIA			0	106.25	35.25		19451101	19451216	1	0	63	NMS	47	Pingliang									[106, 107]							L.Haimberger	0	0.0		51.0	era5.1761.conv.2:43011
34	0-20300-0-22003	0	35	2:22003	3	BRACKETTVILLE (FORT CLARK)			0	-100.4333	29.3		19290624	19301126	1	0	63	NMS	231	Del Rio									[106, 107]							L.Haimberger	0	0.3		45.8	era5.1761.conv.2:22003
35	0-20000-0-41533	0	36	9:4192	3	RISALPUR			0	71.98333333333333	34.06666666666667		19390628	19391217	1	0	63	NMS	177	Risalpur									[38, 85, 117]							L.Haimberger	0	0.5		1.4	era5.1761.conv.9:4192
36	0-20000-2-29842	0	37	9:3864	3	Novokuznetsk			0	87.10166666666666	53.89527777777778		19550102	19561230	1	0	63	NMS	190	Novokuznetsk									[117]							L.Haimberger	0	16.3		8.1	era5.1761.conv.9:3864
37	0-20000-0-56571	0	38	2:42011	3	XICHANG			0	102.26666666666668	27.9		19440806	19441228	1	0	63	NMS	47	Xichang									[106, 107]							L.Haimberger	0	4.0		4.4	era5.1761.conv.2:42011
38	0-20000-0-47937	0	39	2:42210	3	NAHA/ITOKAZU			0	127.76444444444445	26.15333333333333		19451102	19470929	1	0	63	NMS	113	Nishihara									[106, 107]							L.Haimberger	0	5.4		1.8	era5.1761.conv.2:42210
39	0-20000-0-95997	0	40	1:94997	3	HEARD ISLAND (ATLAS COVE)			0	73.3916666666667	-53.018888888888895		19480914	19480914	1	0	63	NMS	95	None									[85, 117]							L.Haimberger	0	0.8		None	era5.1761.conv.1:94997
40	0-20000-0-82193	0	41	1:82191	3	BELEM (AERO)			0	-48.48333333333333	-1.3833333333333333		19431009	19450331	1	0	63	NMS	30	Belem									[85, 117]							L.Haimberger	0	2.6		5.8	era5.1761.conv.1:82191
41	0-20000-0-78397	0	42	2:11707	3	KINGSTON/NORMAN MANLEY			0	-76.78333333333333	17.933333333333334		19430712	19431231	1	0	63	NMS	111	Half Way Tree									[106, 107]							L.Haimberger	0	16.6		23.3	era5.1761.conv.2:11707
42	0-20500-0-12962	0	43	2:12903	3	HONDO WSMO AIRPORT			0	-99.17	29.35		19450315	19450621	1	0	63	NMS	231	Uvalde									[106, 107]							L.Haimberger	0	0.0		61.8	era5.1761.conv.2:12903
43	0-20000-0-01192	0	44	9:4178	3	STRAUMSNES			0	17.66222222222222	68.43194444444445		19400929	19410628	1	0	63	NMS	166	Narvik									[85, 117]							L.Haimberger	0	7.9		4.6	era5.1761.conv.9:4178
44	0-20500-0-41215	0	45	2:41215	3	NACOCO AAF			0	121.83	13.37		19450726	19451111	1	0	63	NMS	176	Victoria									[106, 107]							L.Haimberger	0	0.0		63.5	era5.1761.conv.2:41215
45	0-20000-0-91231	0	46	2:41413	3	TINIAN, MARIANA ISLANDS			0	145.63333333333333	15.0		19441202	19451130	1	0	63	NMS	148	None									[106, 107]							L.Haimberger	0	0.4		None	era5.1761.conv.2:41413
46	0-20001-0-72662	0	47	2:24006	3	RAPID CITY WFO, SD.			0	-103.21027777777779	44.07305555555556		19510220	19510228	1	0	63	NMS	231	Rapid City									[106, 107]							L.Haimberger	0	12.3		13.0	era5.1761.conv.2:24006
47	0-20000-0-41977	0	48	9:1742	3	CHITTAGONG (AMBAGAN)			0	91.81666666666666	22.35		19440111	19481229	1	0	63	NMS	19	Patiya									[106, 107]							L.Haimberger	0	1.4		16.1	era5.1761.conv.9:1742
