	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
0	0-20000-0-01271	0	1	9:1396	3	TRONDHEIM/VERNES			0	10.935	63.45916666666667		19420117	19420117	1	0	63	NMS	166	Trondheim									[85, 117]							L.Haimberger	0	1.2		26.3	17.06	era5.1761.conv.9:1396	OSCAR
1	0-20000-0-47931	0	2	2:42202	3	KADENA			0	127.76777777777778	26.35555555555556		19521008	19530714	1	0	63	NMS	113	Yomitan									[106, 107]							L.Haimberger	0	3.2		2.2	46.59	era5.1761.conv.2:42202	OSCAR
2	0-20000-0-54342	0	3	2:44201	3	SHENYANG			0	123.51666666666668	41.73333333333333		19460526	19470424	1	0	63	NMS	47	Shenyang									[106, 107]							L.Haimberger	0	13.6		4.5	49.0	era5.1761.conv.2:44201	OSCAR
3	0-20500-0-10808	0	4	2:10808	3	COCLE DEL NORTE			0	-80.57	9.08		19450408	19450425	1	0	63	NMS	172	Puerto Escondido									[106, 107]							L.Haimberger	0	0.0		54.4	-999.0	era5.1761.conv.2:10808	WBAN
4	0-20000-0-91232	0	5	2:41410	3	SAIPAN (CG), MARIANA IS.			0	145.73333333333332	15.116666666666667		19450710	19450729	1	0	63	NMS	148	None									[106, 107]							L.Haimberger	0	19.4		None	3.0	era5.1761.conv.2:41410	OSCAR
5	0-20500-0-42028	0	6	2:42028	3	CHUNGKING			0	106.58	28.6		19450718	19450830	1	0	63	NMS	47	Tongzi									[106, 107]							L.Haimberger	0	0.0		56.4	317.2968	era5.1761.conv.2:42028	WBAN
6	0-20000-0-01271	0	7	9:4175	3	TRONDHEIM/VERNES			0	10.935	63.45916666666667		19401203	19420228	1	0	63	NMS	166	Trondheim									[85, 117]							L.Haimberger	0	1.2		26.3	17.06	era5.1761.conv.9:4175	OSCAR
7	0-20500-0-24204	0	8	2:24204	3	MADRAS AAF			0	-121.17	44.67		19440514	19440514	1	0	63	NMS	231	Redmond									[106, 107]							L.Haimberger	0	0.0		44.1	744.0168	era5.1761.conv.2:24204	WBAN
8	0-20000-0-47127	0	9	2:43230	3	CHUNGJU			0	127.95277777777778	36.97027777777778		19510219	19510228	1	0	63	NMS	121	Seoul									[106, 107]							L.Haimberger	0	16.1		124.5	116.52	era5.1761.conv.2:43230	OSCAR
9	0-20000-0-89564	0	10	9:3282	3	MAWSON			0	62.875277777777775	-67.60166666666666		19560301	19571231	1	0	63	NMS	214	None									[106, 107]							L.Haimberger	0	0.3		None	16.0	era5.1761.conv.9:3282	OSCAR
10	0-20001-0-72662	0	11	2:24006	3	RAPID CITY WFO, SD.			0	-103.21027777777778	44.07305555555556		19510220	19510228	1	0	63	NMS	231	Rapid City									[106, 107]							L.Haimberger	0	12.3		13.0	1030.0	era5.1761.conv.2:24006	OSCAR
11	0-20000-0-04211	0	12	2:17501	3	MITTARFIK UPERNAVIK (UPERNAVIK LUFTHAVN)			0	-56.13333333333333	72.78333333333333		19431201	19431201	1	0	63	NMS	83	None									[106, 107]							L.Haimberger	0	5.8		None	130.0	era5.1761.conv.2:17501	OSCAR
12	0-20000-0-95997	0	13	1:94997	3	HEARD ISLAND (ATLAS COVE)			0	73.39166666666668	-53.01888888888889		19480914	19480914	1	0	63	NMS	95	None									[85, 117]							L.Haimberger	0	0.8		None	12.5	era5.1761.conv.1:94997	OSCAR
13	0-20500-0-11708	0	14	2:11708	3	NAVASSA ISLAND			0	-75.02	18.48		19440326	19440430	1	0	63	NMS	98	Jeremie									[106, 107]							L.Haimberger	0	0.0		100.0	20.1168	era5.1761.conv.2:11708	WBAN
14	0-20000-2-29842	0	15	9:3864	3	Novokuznetsk			0	87.10166666666666	53.89527777777778		19550102	19561230	1	0	63	NMS	190	Novokuznetsk									[117]							L.Haimberger	0	16.3		8.1	215.0	era5.1761.conv.9:3864	OSCAR
15	0-20000-0-94610	0	16	1:94612	3	PERTH AIRPORT			0	115.97638888888888	-31.9275		19491123	19520627	1	0	63	NMS	13	Perth									[85, 117]							L.Haimberger	0	28.8		34.7	54.0	era5.1761.conv.1:94612	OSCAR
16	0-20300-0-22003	0	17	2:22003	3	BRACKETTVILLE (FORT CLARK)			0	-100.4333	29.3		19290624	19301126	1	0	63	NMS	231	Del Rio									[106, 107]							L.Haimberger	0	0.3		45.8	320.0	era5.1761.conv.2:22003	IGRA2
17	0-20000-0-01192	0	18	9:4178	3	STRAUMSNES			0	17.66222222222222	68.43194444444445		19400929	19410628	1	0	63	NMS	166	Narvik									[85, 117]							L.Haimberger	0	7.9		4.6	516.2	era5.1761.conv.9:4178	OSCAR
18	0-20000-0-88963	0	19	9:2224	3	BASE ESPERANZA			0	-56.99777777777778	-63.39888888888889		19530114	19580617	1	0	63	NMS	71	None									[106, 107]							L.Haimberger	0	0.9		None	24.0	era5.1761.conv.9:2224	OSCAR
19	0-20000-0-72797	0	20	2:24252	3	QUILLAYUTE, WA.			0	-124.56027777777776	47.93388888888889		19440511	19450831	1	0	63	NMS	231	Port Angeles									[106, 107]							L.Haimberger	0	2.9		84.2	57.4	era5.1761.conv.2:24252	OSCAR
20	0-20000-0-72202	0	21	2:12826	3	MIAMI, FL (72202-0)			0	-80.38333333333334	25.75		19450601	19450914	1	0	63	NMS	231	Leisure City									[106, 107]							L.Haimberger	0	29.9		5.2	5.0	era5.1761.conv.2:12826	OSCAR
21	0-20500-0-12962	0	22	2:12903	3	HONDO WSMO AIRPORT			0	-99.17	29.35		19450315	19450621	1	0	63	NMS	231	Uvalde									[106, 107]							L.Haimberger	0	0.0		61.8	283.464	era5.1761.conv.2:12903	WBAN
22	0-20000-0-48062	0	23	9:1745	3	SITTWE			0	92.88333333333334	20.133333333333333		19460502	19481224	1	0	63	NMS	145	Akyab									[106, 107]							L.Haimberger	0	3.9		3.0	5.0	era5.1761.conv.9:1745	OSCAR
23	0-20000-0-60360	0	24	2:33034	3	ANNABA			0	7.816666666666666	36.833333333333336		19450701	19450701	1	0	63	NMS	61	Tabarqah									[106, 107]							L.Haimberger	0	1.5		86.5	8.0	era5.1761.conv.2:33034	OSCAR
24	0-20000-0-84390	0	25	1:84390	3	TALARA			0	-81.25	-4.566666666666666		19490106	19540812	1	0	63	NMS	173	Talara									[106, 107]							L.Haimberger	0	0.4		2.6	90.0	era5.1761.conv.1:84390	OSCAR
25	0-20500-0-41215	0	26	2:41215	3	NACOCO AAF			0	121.83	13.37		19450726	19451111	1	0	63	NMS	176	Victoria									[106, 107]							L.Haimberger	0	0.0		63.5	4.2672	era5.1761.conv.2:41215	WBAN
26	0-20000-0-47840	0	27	2:43317	3	TSUIKI AB			0	131.0402777777778	33.684999999999995		19510111	19530407	1	0	63	NMS	113	Yukuhashi									[106, 107]							L.Haimberger	0	1.9		8.3	19.76	era5.1761.conv.2:43317	OSCAR
27	0-20500-0-26204	0	28	2:26204	3	TROUT LAKE			0	-121.8	60.27		19440401	19450301	1	0	63	NMS	37	Fort Saint John									[106, 107]							L.Haimberger	0	0.0		451.3	503.2248	era5.1761.conv.2:26204	WBAN
28	0-20500-0-43011	0	29	2:43011	3	NINGHSIA			0	106.25	35.25		19451101	19451216	1	0	63	NMS	47	Pingliang									[106, 107]							L.Haimberger	0	0.0		51.0	1115.2632	era5.1761.conv.2:43011	WBAN
29	0-20000-0-43003	0	30	2:31702	3	BOMBAY / SANTACRUZ			0	72.85	19.116666666666667		19441221	19451124	1	0	63	NMS	104	Bombay									[106, 107]							L.Haimberger	0	5.1		12.9	14.6	era5.1761.conv.2:31702	OSCAR
30	0-20000-0-72288	0	31	2:23150	3	BURBANK, CA			0	-118.3575	34.20055555555556		19440628	19440706	1	0	63	NMS	231	Burbank									[106, 107]							L.Haimberger	0	4.1		1.1	32.0	era5.1761.conv.2:23150	OSCAR
31	0-20000-0-78397	0	32	2:11707	3	KINGSTON/NORMAN MANLEY			0	-76.78333333333333	17.933333333333334		19430712	19431231	1	0	63	NMS	111	Half Way Tree									[106, 107]							L.Haimberger	0	16.6		23.3	14.0	era5.1761.conv.2:11707	OSCAR
32	0-20000-0-56571	0	33	2:42011	3	XICHANG			0	102.26666666666668	27.9		19440806	19441228	1	0	63	NMS	47	Xichang									[106, 107]							L.Haimberger	0	4.0		4.4	1599.0	era5.1761.conv.2:42011	OSCAR
33	0-404-300-472781389CO63741	0	34	1:63740	3	DAGORETTI CORNER			0	36.75972222222222	-1.301388888888889		19570401	19570930	1	0	63	NMS	114	Nairobi									[85, 117]							L.Haimberger	0	8.2		1.5	1639.26	era5.1761.conv.1:63740	OSCAR
34	0-20000-0-98426	0	35	2:41206	3	SUBIC BAY WEATHER STATION			0	120.275	14.808333333333334		19450305	19450630	1	0	63	NMS	176	Castillejos									[106, 107]							L.Haimberger	0	19.6		4.4	19.0	era5.1761.conv.2:41206	OSCAR
35	0-20000-0-41533	0	36	9:4192	3	RISALPUR			0	71.98333333333333	34.06666666666667		19390628	19391217	1	0	63	NMS	177	Risalpur									[38, 85, 117]							L.Haimberger	0	0.5		1.4	317.0	era5.1761.conv.9:4192	OSCAR
36	0-20000-0-52436	0	37	1:52436	3	YUMENZHEN			0	97.03333333333332	40.266666666666666		19570301	19591231	1	0	63	NMS	47	Yumen									[106, 107]							L.Haimberger	0	12.5		67.7	1527.0	era5.1761.conv.1:52436	OSCAR
37	0-20000-0-56651	0	38	2:42009	3	LIJING			0	100.21666666666668	26.83333333333333		19440402	19450728	1	0	63	NMS	47	Dali									[106, 107]							L.Haimberger	0	5.3		130.8	2382.0	era5.1761.conv.2:42009	OSCAR
