	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0	0-20000-0-60607	0	1	60607	3	TIMIMOUN			0	0.2833333333333333	29.25		19840319	19890820	1	0	63	NMS	61	Adrar									['38', '85', '106', '107']							L.Haimberger	0
1	0-20000-0-66450	0	2	66450	3	BAIA DOS TIGRES			0	11.716666666666669	-16.6		20141023	20141023	1	0	63	NMS	8	Namibe									['38', '85', '106', '107']							L.Haimberger	0
2	0-20000-0-91690	0	3	91690	3	LAUTHALA BAY			0	178.45	-18.15		19690309	19790726	1	0	63	NMS	70	None									['38', '85', '106', '107']							L.Haimberger	0
3	0-20000-0-89601	0	4	89601	3	OAZIC BANGERA			0	100.7461111111111	-66.27444444444444		19570630	19581117	1	0	63	NMS	214	None									['38', '85', '106', '107']							L.Haimberger	0
4	0-20000-0-94995	0	5	93995	3	LORD HOWE ISLAND AERO			0	159.07861111111112	-31.542222222222225		19490101	19551231	1	0	63	NMS	13	None									['38', '85', '106', '107']							L.Haimberger	0
5	0-20500-0-15606	0	6	71098	3	INDIAN HOUSE LAKE			0	-64.73	56.23		19620306	19620906	1	0	63	NMS	37	None									['38', '85', '106', '107']							L.Haimberger	0
6	0-20500-0-26460	0	7	70268	3	BLAIR LKS BMB RNG AF			0	-147.65	64.33		19780425	19900502	1	0	63	NMS	231	Fairbanks									['38', '85', '106', '107']							L.Haimberger	0
7	0-20000-0-70296	0	8	70296	3	CORDOVA/MILE 13			0	-145.5	60.5		19620304	19640729	1	0	63	NMS	231	Anchorage									['38', '85', '106', '107']							L.Haimberger	0
8	0-20000-0-60220	0	9	60220	3	ESSAOUIRA			0	-9.773333333333332	31.51		19681105	19700528	1	0	63	NMS	136	Asfi									['38', '85', '106', '107']							L.Haimberger	0
9	0-20000-0-80425	0	10	80425	3	MENE GRANDE			0	-70.93333333333334	9.816666666666666		19700204	19850207	1	0	63	NMS	236	Bachaquero									['38', '85', '106', '107']							L.Haimberger	0
10	0-20000-0-97530	0	11	97530	3	MANOKWARI/RENDANI			0	134.05055555555558	-0.8922222222222221		20180110	20211231	1	0	63	NMS	100	Manokwari									['38', '85', '106', '107']							L.Haimberger	0
11	0-20000-0-47616	0	12	47616	3	FUKUI			0	136.2225	36.05555555555555		19380601	19410625	1	0	63	NMS	113	Maruoka									['38', '85', '106', '107']							L.Haimberger	0
12	0-20000-0-60720	0	13	60720	3	KELIBIA			0	11.083333333333334	36.85		19820202	19921216	1	0	63	NMS	221	Manzil Tamim									['38', '85', '106', '107']							L.Haimberger	0
13	0-20000-0-07535	0	14	7535	3	GOURDON			0	1.3966666666666667	44.745		19700309	19720826	1	0	63	NMS	74	Cahors									['38', '85', '106', '107']							L.Haimberger	0
14	0-20000-0-42416	0	15	42416	3	TEZPUR/BINDUKURI			0	92.8	26.716666666666665		19700114	19750707	1	0	63	NMS	104	Tezpur									['38', '85', '106', '107']							L.Haimberger	0
15	0-20000-0-41529	0	16	41529	3	PESHAWAR			0	71.93333333333334	34.03333333333333		20141002	20141002	1	0	63	NMS	177	Amangarh									['38', '85', '106', '107']							L.Haimberger	0
16	0-20001-0-72403	0	17	72413	3	STERLING, VA.			0	-77.48583333333333	38.97666666666667		20190709	20211227	1	0	63	NMS	231	Herndon									['38', '85', '106', '107']							L.Haimberger	0
17	0-20000-0-74545	0	18	74545	3	SMOKEY HILL GUNNERY RANGE, KS.			0	-97.8	38.65		19700211	19720830	1	0	63	NMS	231	Salina									['38', '85', '106', '107']							L.Haimberger	0
18	0-20000-0-07354	0	19	7354	3	CHATEAUROUX DEOLS			0	1.7411111111111113	46.86972222222222		19620304	19640805	1	0	63	NMS	74	Chateauroux									['38', '85', '106', '107']							L.Haimberger	0
19	0-20000-0-17609	0	20	17609	3	LARNACA AIRPORT			0	33.617222222222225	34.873333333333335		19810701	20110105	1	0	63	NMS	53	Larnaca									['38', '85', '106', '107']							L.Haimberger	0
20	0-20000-0-53529	0	21	53529	3	OTOG QI			0	107.98333333333332	39.1		19710119	19870622	1	0	63	NMS	47	Wuda									['38', '85', '106', '107']							L.Haimberger	0
21	0-20000-0-78730	0	22	78730	3	PUERTO CABEZAS			0	-83.63333333333334	14.066666666666666		19750828	19970418	1	0	63	NMS	164	Puerto Cabezas									['38', '85', '106', '107']							L.Haimberger	0
22	0-20000-0-06081	0	23	6086	3	BLAAVANDSHUK FYR			0	8.082777777777778	55.5575		20120910	20210826	1	0	63	NMS	58	Varde									['38', '85', '106', '107']							L.Haimberger	0
23	0-20000-0-41506	0	24	41506	3	CHITRAL			0	71.83333333333333	35.85		19870513	20110105	1	0	63	NMS	177	Chitral									['38', '85', '106', '107']							L.Haimberger	0
