	date_time	sensor_id	value
0	2012-12-31 12:00:00	VnG 	2
1	2013-01-01 00:00:00	80	2
2	2013-01-01 12:00:00	80	2
3	2013-01-02 00:00:00	80	2
4	2013-01-02 12:00:00	80	2
5	2013-01-03 00:00:00	80	2
6	2013-01-03 12:00:00	80	2
7	2013-01-04 01:00:00	80	2
8	2013-01-04 12:00:00	80	2
9	2013-01-05 00:00:00	80	2
10	2013-01-05 12:00:00	80	2
11	2013-01-06 00:00:00	80	2
12	2013-01-06 12:00:00	80	2
13	2013-01-07 00:00:00	80	2
14	2013-01-07 12:00:00	80	2
15	2013-01-08 00:00:00	80	2
16	2013-01-08 12:00:00	80	2
17	2013-01-09 00:00:00	80	2
18	2013-01-09 12:00:00	80	2
19	2013-01-10 00:00:00	80	2
20	2013-01-10 12:00:00	80	2
21	2013-01-11 00:00:00	79	2
22	2013-01-11 12:00:00	80	2
23	2013-01-12 00:00:00	80	2
24	2013-01-12 12:00:00	80	2
25	2013-01-13 00:00:00	80	2
26	2013-01-13 12:00:00	80	2
27	2013-01-14 00:00:00	80	2
28	2013-01-14 12:00:00	80	2
29	2013-01-15 00:00:00	80	2
30	2013-01-15 12:00:00	80	2
31	2013-01-16 00:00:00	80	2
32	2013-01-16 12:00:00	80	2
33	2013-01-17 00:00:00	80	2
34	2013-01-17 12:00:00	80	2
35	2013-01-18 00:00:00	80	2
36	2013-01-18 12:00:00	80	2
37	2013-01-19 00:00:00	79	2
38	2013-01-19 12:00:00	80	2
39	2013-01-20 00:00:00	80	2
40	2013-01-20 12:00:00	80	2
41	2013-01-21 00:00:00	80	2
42	2013-01-21 06:00:00	80	2
43	2013-01-21 12:00:00	80	2
44	2013-01-22 00:00:00	80	2
45	2013-01-22 12:00:00	80	2
46	2013-01-23 00:00:00	80	2
47	2013-01-23 12:00:00	80	2
48	2013-01-24 00:00:00	80	2
49	2013-01-24 12:00:00	80	2
50	2013-01-25 00:00:00	80	2
51	2013-01-25 12:00:00	80	2
52	2013-01-26 00:00:00	80	2
53	2013-01-26 12:00:00	80	2
54	2013-01-27 00:00:00	80	2
55	2013-01-27 12:00:00	80	2
56	2013-01-28 00:00:00	80	2
57	2013-01-28 12:00:00	80	2
58	2013-01-29 00:00:00	80	2
59	2013-01-29 12:00:00	80	2
60	2013-01-30 00:00:00	80	2
61	2013-01-30 12:00:00	80	2
62	2013-01-31 00:00:00	80	2
63	2013-01-31 12:00:00	80	2
64	2013-02-01 00:00:00	80	2
65	2013-02-01 12:00:00	80	2
66	2013-02-02 00:00:00	80	2
67	2013-02-02 12:00:00	80	2
68	2013-02-03 00:00:00	80	2
69	2013-02-03 12:00:00	80	2
70	2013-02-04 00:00:00	80	2
71	2013-02-04 12:00:00	80	2
72	2013-02-05 00:00:00	80	2
73	2013-02-05 12:00:00	80	2
74	2013-02-06 00:00:00	80	2
75	2013-02-06 12:00:00	80	2
76	2013-02-07 00:00:00	80	2
77	2013-02-07 12:00:00	80	2
78	2013-02-08 00:00:00	80	2
79	2013-02-08 12:00:00	80	2
80	2013-02-09 00:00:00	80	2
81	2013-02-09 12:00:00	80	2
82	2013-02-10 00:00:00	80	2
83	2013-02-10 12:00:00	80	2
84	2013-02-11 00:00:00	80	2
85	2013-02-11 12:00:00	79	2
86	2013-02-12 00:00:00	80	2
87	2013-02-12 12:00:00	80	2
88	2013-02-13 00:00:00	79	2
89	2013-02-13 06:00:00	80	2
90	2013-02-13 12:00:00	80	2
91	2013-02-14 00:00:00	80	2
92	2013-02-14 12:00:00	80	2
93	2013-02-15 00:00:00	80	2
94	2013-02-15 12:00:00	80	2
95	2013-02-16 00:00:00	80	2
96	2013-02-16 12:00:00	80	2
97	2013-02-17 00:00:00	80	2
98	2013-02-17 12:00:00	80	2
99	2013-02-18 00:00:00	80	2
100	2013-02-18 12:00:00	80	2
101	2013-02-19 00:00:00	80	2
102	2013-02-19 12:00:00	80	2
103	2013-02-20 00:00:00	80	2
104	2013-02-20 12:00:00	80	2
105	2013-02-21 00:00:00	80	2
106	2013-02-21 12:00:00	80	2
107	2013-02-22 00:00:00	80	2
108	2013-02-22 12:00:00	80	2
