level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
1	1		KUSAIE/CAROLINES	5.3333	163.0167	4.0				91356	1951.0	1958.0	True	5.5		IGRA2	0-20300-0-91356	None	None	None	None	FMM00091356				
0	0		MOSUL	36.317	43.15	223.0				40608	1967.0	1977.0	True	12255.4		IGRA2	0-20300-0-40608	None	None	None	None	IZM00040608				
1	1	0-20000-0-91355	KOSRAE AIRPORT AWS, CAROLINE IS.	5.35	162.95	2.0	Surface land meteorological station (SYNOP), GOS, RBSN(S)	05 21 00N	162 57 00E	91355	999.0	999.0	False	2.2		OSCAR	0-20000-0-91355	None	None	None	None					
2	2	0-20000-0-91356	KOSRAE AIRPORT VICE LELU, KOSRAE ATOLL, CAROLINE IS.	5.333333333333333	163.03333333333333	4.0	Surface land meteorological station (SYNOP), RBSN(S), GOS	05 20 00N	163 02 00E	91356	999.0	999.0	False	7.3		OSCAR	0-20000-0-91356	None	None	None	None					
0	0	0-20000-0-40608	MOSUL	36.31666666666667	43.15	223.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN(S), GOS, RBCN	36 19 00N	043 09 00E	40608	999.0	999.0	False	12255.4		OSCAR	0-20000-0-40608	None	None	None	None					
0	0		Kosrae / Kusaie (operated by USA Micronesia Trust), Caroline Islands, Micronesia	5.33	163.02	-999.0				91356				6.0		SCHROEDER	0-20600-0-91356	None	None	None	None		91356	3742.0	1956-03-01 00:00:00	1958-03-01 00:00:00
0	0		KUSAIE CAROLINE ISLA	5.35	162.97	213.0552				40608	19641001.0	19650131.0		0.0		WBAN	0-20500-0-40608	None	None	None	None					
1	1		KUSAIE ISLAND CAROLI	5.33	163.02	4.2672				40606	19560301.0	19580831.0		6.0		WBAN	0-20500-0-40606	None	None	None	None					
2	2		KUSAIE AF	5.33	163.08	106.0704				40605	19510201.0	19540531.0		12.4		WBAN	0-20500-0-40605	None	None	None	None					
0	0		MOSUL                    	36.31666666666667	43.15	-999.0				40608				12255.4		WMO	0-20700-0-40608	None	None	None	None		40608	587.0		
