level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
1	1		BELLEVILLE SCOTT FIELD	38.55	-89.85	135.0				13802	1922.0	1945.0	True	29.3		IGRA2	0-20300-0-13802	edwardsville	28.9	38.8113889	-89.9530556	USW00013802				
0	0		ST. LOUIS/LAMBERT	38.75	-90.367	172.0				72434	1929.0	1975.0	True	64.1		IGRA2	0-20300-0-72434	edwardsville	28.9	38.8113889	-89.9530556	USM00072434				
0	0	0-20000-0-72434	ST.LOUIS/LAMBERT,  ST.LOUIS INT., MO.	38.75	-90.36666666666666	172.0	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, RBSN(S), GOS	38 45 00N	090 22 00W	72434	999.0	999.0	False	64.0		OSCAR	0-20000-0-72434	edwardsville	28.9	38.8113889	-89.9530556					
0	0		(made up station ID) KBLV [CD] Belleville - Scott Field (operated by US Army Air Forces), IL	38.55	-89.86	-999.0				74567				29.9		SCHROEDER	0-20600-0-74567	edwardsville	28.9	38.8113889	-89.9530556		74567	3076.0	1918-01-01 00:00:00	1959-05-28 00:00:00
0	0		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19651231.0	19810101.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
1	1		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19651201.0	19651231.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
2	2		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19480701.0	19651201.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
3	3		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19480131.0	19480701.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
4	4		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19480101.0	19480131.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
5	5		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19220101.0	19341231.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
6	6		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19341231.0	19351001.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
7	7		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19351001.0	19360831.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
8	8		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19360831.0	19370101.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
9	9		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19370101.0	19480101.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
10	10		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19950101.0	99991231.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
11	11		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19810101.0	19811231.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
12	12		BELLEVILLE SCOTT AFB	38.55	-89.85	135.0264				13802	19811231.0	19950101.0		29.3		WBAN	0-20500-0-13802	edwardsville	28.9	38.8113889	-89.9530556					
0	0		SAINT LOUIS              	38.75	-90.38333333333334	-999.0				72434				65.5		WMO	0-20700-0-72434	edwardsville	28.9	38.8113889	-89.9530556		72434	1376.0		
