level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		JACKSON/ALLEN C. THOMPSON FIEL	32.3189	-90.08	90.7				72235	1932.0	2021.0	True	29.2		IGRA2	0-20300-0-72235	brandon	21.3	32.273055600000006	-89.9858333	USM00072235				
0	0	0-20000-0-72235	JACKSON/ALLEN C. THOMPSON FIELD, MS.	32.31888888888889	-90.08	91.1	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(ST), CLIMAT(C)	32 19 08N	090 04 48W	72235	999.0	999.0	True	29.2		OSCAR	0-20000-0-72235	brandon	21.3	32.273055600000006	-89.9858333					
0	0		JACKSON WSFO AIRPORT	32.32	-90.08	90.52560000000001				3940	19930701.0	19950101.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
1	1		JACKSON INTL AP	32.32	-90.08	90.52560000000001				3940	20030811.0	20040720.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
2	2		JACKSON INTL AP	32.32	-90.08	90.52560000000001				3940	20040720.0	99991231.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
3	3		JACKSON WSFO AIRPORT	32.32	-90.08	90.52560000000001				3940	19630701.0	19630708.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
4	4		JACKSON WSFO AIRPORT	32.32	-90.08	90.52560000000001				3940	19630708.0	19730101.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
5	5		JACKSON WSFO AIRPORT	32.32	-90.08	90.52560000000001				3940	19730101.0	19811231.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
6	6		JACKSON WSFO AIRPORT	32.32	-90.08	90.52560000000001				3940	19820101.0	19890201.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
7	7		JACKSON WSFO AIRPORT	32.32	-90.08	90.52560000000001				3940	19890201.0	19930701.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
8	8		JACKSON WSFO AIRPORT	32.32	-90.08	90.52560000000001				3940	19950101.0	20030811.0		29.2		WBAN	0-20500-0-3940	brandon	21.3	32.273055600000006	-89.9858333		72235.0			
0	0		JACKSON/THOMPSON FIELD   	32.31666666666667	-90.08333333333331	-999.0				72235				29.5		WMO	0-20700-0-72235	brandon	21.3	32.273055600000006	-89.9858333		72235	2951.0		
