level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		BURBANK	34.2	-118.3667	221.0				23152	1931.0	1947.0	True	12.5		IGRA2	0-20300-0-23152	san fernando	8.9	34.28194439999999	-118.43805559999998	USW00023152				
1	1		GLENDALE	34.1667	-118.3	152.1				93130	1929.0	1931.0	True	19.4		IGRA2	0-20300-0-93130	san fernando	8.9	34.28194439999999	-118.43805559999998	USW00093130				
0	0	0-20000-0-72288	BURBANK, CA	34.20055555555556	-118.35749999999999		Surface land meteorological station (SYNOP), GOS	34 12 02N	118 21 27W	72288	999.0	999.0	False	13.3		OSCAR	0-20000-0-72288	san fernando	8.9	34.28194439999999	-118.43805559999998					
0	0		(made up station ID) Northridge - California State University, CA	34.24	-118.52	-999.0				73173				2.9		SCHROEDER	0-20600-0-73173	san fernando	8.9	34.28194439999999	-118.43805559999998		73173.0	2778.0	1984-08-05 00:00:00	1984-08-05 00:00:00
1	1		(made up station ID) KWHP Whiteman AP, CA - profilers (operated by Sonoma Technology Incorporated for South Coast Air Quality Management District)	34.2615	-118.4123	-999.0				73292				9.3		SCHROEDER	0-20600-0-73292	san fernando	8.9	34.28194439999999	-118.43805559999998		73292.0	2811.0	2007-05-01 00:00:00	2008-11-18 00:00:00
2	2		[BU] Burbank - United AP, CA	34.2	-118.37	-999.0				72288				12.2		SCHROEDER	0-20600-0-72288	san fernando	8.9	34.28194439999999	-118.43805559999998		72288.0	2435.0	1931-09-21 00:00:00	1938-07-01 00:00:00
3	3		(made up station ID) University of California at Los Angeles (UCLA), CA*** !! very approximate locatio	34.07	-118.45	-999.0				73294				17.3		SCHROEDER	0-20600-0-73294	san fernando	8.9	34.28194439999999	-118.43805559999998		73294.0	2812.0	1943-07-06 00:00:00	1981-09-15 00:00:00
4	4		(made up station ID) Los Angeles - Westwood, CA (WBAN=23124)	34.07	-118.43	-999.0				72294				17.8		SCHROEDER	0-20600-0-72294	san fernando	8.9	34.28194439999999	-118.43805559999998		72294.0	2441.0	1944-10-01 00:00:00	1944-10-01 00:00:00
5	5		(made up station ID) Rocketdyne Santa Susana Field Lab (SSFL), CA - SCCCAMP wind profiler	34.23	-118.71	-999.0				74952				19.4		SCHROEDER	0-20600-0-74952	san fernando	8.9	34.28194439999999	-118.43805559999998		74952.0	3234.0	1985-09-03 00:00:00	1985-09-03 00:00:00
6	6		(made up station ID) Los Angeles - Loyola Marymount University, CA	33.97	-118.42	-999.0				73198				28.7		SCHROEDER	0-20600-0-73198	san fernando	8.9	34.28194439999999	-118.43805559999998		73198.0	2795.0	1985-09-03 00:00:00	1985-09-03 00:00:00
7	7		(made up station ID) Los Angeles - Cowan Ave. Nature Center, CA	33.97	-118.41	-999.0				73174				28.9		SCHROEDER	0-20600-0-73174	san fernando	8.9	34.28194439999999	-118.43805559999998		73174.0	2779.0	1984-08-05 00:00:00	1984-08-05 00:00:00
0	0		VAN NUYS AIRPORT	34.22	-118.5	242.0112				23130	19421201.0	19461031.0		0.0		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
1	1		VAN NUYS AIRPORT	34.22	-118.5	240.4872				23130	19480501.0	19500531.0		0.0		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
2	2		VAN NUYS AIRPORT	34.21	-118.49	243.5352				23130	19980526.0	99991231.0		1.4		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
3	3		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19680115.0	19950101.0		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
4	4		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19620101.0	19620815.0		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
5	5		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19611026.0	19620101.0		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
6	6		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19610626.0	19611026.0		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
7	7		VAN NUYS AIRPORT	34.22	-118.48	234.696				23130	19520701.0	19540707.0		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
8	8		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19620815.0	19680115.0		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
9	9		VAN NUYS AIRPORT	34.22	-118.48	243.5352				23130	19950101.0	19980526.0		1.8		WBAN	0-20500-0-23130	san fernando	8.9	34.28194439999999	-118.43805559999998					
10	10		UPPER VAN NORMAN SOL	34.3	-118.48	370.9416				3155	19660801.0	19700831.0		9.1		WBAN	0-20500-0-3155	san fernando	8.9	34.28194439999999	-118.43805559999998					
11	11		PACOIMA WHITEMAN AP	34.26	-118.41	315.7728				53130	20020822.0	99991231.0		9.4		WBAN	0-20500-0-53130	san fernando	8.9	34.28194439999999	-118.43805559999998					
