level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
1	1		HOUSTON ELLINGTON AFB	29.6167	-95.1667	9.8				12906	1918.0	1963.0	True	22.4		IGRA2	0-20300-0-12906	aldine	7.8	29.9322222	-95.38	USW00012906				
0	0		HOUSTON/INTERCONTIN	29.967	-95.35	33.0				72243	1971.0	1979.0	True	61.9		IGRA2	0-20300-0-72243	aldine	7.8	29.9322222	-95.38	USM00072243				
1	1	0-20000-0-72244	HOUSTON, TX WILLIAM P HOBBY ARPT	29.645	-95.27888888888889	15.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	29 38 42N	095 16 44W	72244	999.0	999.0	False	25.6		OSCAR	0-20000-0-72244	aldine	7.8	29.9322222	-95.38					
0	0	0-20000-0-72243	HOUSTON/INTERCONTINENTAL, TX.	29.966666666666665	-95.35	33.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(S)	29 58 00N	095 21 00W	72243	999.0	999.0	False	61.9		OSCAR	0-20000-0-72243	aldine	7.8	29.9322222	-95.38					
0	0		(made up station ID) Texas City (La Marque - Houston Coastal Research Center (operated by University of Houston) radiosondes), TX	29.3883	-95.0426	-999.0				74900				17.6		SCHROEDER	0-20600-0-74900	aldine	7.8	29.9322222	-95.38		74900	3217.0	2005-08-02 00:00:00	2006-02-23 00:00:00
1	1		(made up station ID) KEFD Houston - Ellington Field (operated by US Army), TX	29.6	-95.17	-999.0				74760				20.5		SCHROEDER	0-20600-0-74760	aldine	7.8	29.9322222	-95.38		74760	3156.0	1918-01-01 00:00:00	1963-04-15 00:00:00
2	2		(made up station ID) Texas City (La Marque - Houston Coastal Research Center (operated by University of Houston) ozonesondes), TX	29.35	-95.0	-999.0				74910				22.7		SCHROEDER	0-20600-0-74910	aldine	7.8	29.9322222	-95.38		74910	3219.0	2000-08-21 00:00:00	2000-08-21 00:00:00
0	0		HOUSTON CLOVER FIELD	29.52	-95.24	13.411200000000001				12975	19981008.0	99991231.0		11.3		WBAN	0-20500-0-12975	aldine	7.8	29.9322222	-95.38					
1	1		HOUSTON CLOVER FIELD	29.52	-95.24	13.411200000000001				12975	19970410.0	19981008.0		11.3		WBAN	0-20500-0-12975	aldine	7.8	29.9322222	-95.38					
2	2		HOUSTON	29.47	-95.08	5.486400000000001				3980	19940323.0	99991231.0		14.7		WBAN	0-20500-0-3980	aldine	7.8	29.9322222	-95.38					
3	3		LEAGUE CITY-DICKINSN	29.47	-95.08	5.486400000000001				3980	19920825.0	99991231.0		14.7		WBAN	0-20500-0-3980	aldine	7.8	29.9322222	-95.38					
4	4		HITCHCOCK NAS	29.35	-95.07	6.096				12929	19430701.0	19440831.0		16.5		WBAN	0-20500-0-12929	aldine	7.8	29.9322222	-95.38					
5	5		HOUSTON ELLINGTN AFB	29.6	-95.17	11.8872				12906	19500101.0	19500701.0		20.5		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
6	6		HOUSTON ELLINGTN AFB	29.6	-95.17	11.8872				12906	19410701.0	19460228.0		20.5		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
7	7		HOUSTON ELLINGTN AFB	29.6	-95.17	11.8872				12906	19221231.0	19410701.0		20.5		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
8	8		HOUSTON ELLINGTN AFB	29.6	-95.17	11.8872				12906	19181101.0	19221231.0		20.5		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
9	9		HOUSTON ELLINGTN AFB	29.6	-95.17	11.8872				12906	19500701.0	19590101.0		20.5		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
10	10		HOUSTON ELLINGTN AFB	29.6	-95.17	11.8872				12906	19460228.0	19500101.0		20.5		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
11	11		HOUSTON ELLINGTN AFB	29.62	-95.17	11.8872				12906	19950101.0	99991231.0		22.7		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
12	12		HOUSTON ELLINGTN AFB	29.62	-95.17	11.8872				12906	19590101.0	19811231.0		22.7		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
13	13		HOUSTON ELLINGTN AFB	29.62	-95.17	11.8872				12906	19811231.0	19950101.0		22.7		WBAN	0-20500-0-12906	aldine	7.8	29.9322222	-95.38					
14	14		HOUSTON HOBBY AP	29.64	-95.28	14.325600000000001				12918	20021001.0	99991231.0		25.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
15	15		HOUSTON FAA AIRPORT	29.65	-95.28	14.325600000000001				12918	19950101.0	19980812.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
16	16		HOUSTON WM HOBBY AP	29.65	-95.28	25.908				12918	19410101.0	19460801.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
17	17		HOUSTON WM HOBBY AP	29.65	-95.28	18.8976				12918	19310101.0	19410101.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
18	18		HOUSTON WM HOBBY AP	29.65	-95.28	15.24				12918	19290201.0	19310101.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
19	19		HOUSTON WB AIRPORT	29.65	-95.28	15.8496				12918	19690101.0	19720815.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
20	20		HOUSTON HOBBY AP	29.65	-95.28	14.325600000000001				12918	19980812.0	20021001.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
21	21		HOUSTON FAA AIRPORT	29.65	-95.28	15.8496				12918	19720815.0	19811231.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
22	22		HOUSTON FAA AIRPORT	29.65	-95.28	15.24				12918	19820101.0	19930101.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
23	23		HOUSTON FAA AIRPORT	29.65	-95.28	14.325600000000001				12918	19930101.0	19950101.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
24	24		HOUSTON WB AIRPORT	29.65	-95.28	15.8496				12918	19600101.0	19690101.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
25	25		HOUSTON WB AIRPORT	29.65	-95.28	25.908				12918	19460801.0	19600101.0		26.1		WBAN	0-20500-0-12918	aldine	7.8	29.9322222	-95.38					
0	0		HOUSTON/INTERCONTINENTAL 	29.966666666666665	-95.35	-999.0				72243				61.9		WMO	0-20700-0-72243	aldine	7.8	29.9322222	-95.38		72243	2954.0		
